RelativePath,DDTRelativePath,ManifestStatus,OriginalBTIFormat,CompileFormat,FallbackUsed,Provisional,ExpectedTgaSHA256,ActualTgaSHA256,ExpectedDDTSHA256,ActualDDTSHA256,ExpectedDDTBytes,ActualDDTBytes,TgaExists,DDTExists,DDTMagic,DDTWidth,DDTHeight,DDTHeaderSize,ExpectedWidth,ExpectedHeight,ExtractorExitCode,ExtractorExitHex,ExtractorTimedOut,ExtractedTgaExists,ExtractedBTIExists,ExtractedTgaWidth,ExtractedTgaHeight,ExtractedTgaBPP,ExtractedTgaDescriptor,ExtractedBTIFormat,ExtractedBTIAlpha,ExtractedBTINoAlphaTest,ExtractedBTINoMip,ExtractedBTIClamp,AuthoritativeBTIFormat,AuthoritativeBTIAlpha,AuthoritativeBTINoAlphaTest,AuthoritativeBTINoMip,AuthoritativeBTIClamp,SourceTGAShaPASS,DDTHashPASS,DDTSizePASS,MagicPASS,DDTDimensionsPASS,ExtractDimensionsPASS,ExtractFormatPASS,ExtractMetadataPASS,OVERALLPASS,FailureStage,FailureReason,ExtractorOutput,ElapsedSeconds
textures\building g armoryconstruction shadow.tga,textures\building g armoryconstruction shadow.ddt,OK,BC3,BC3,NO,NO,6463684d998888df42d880f2de434a837d74572b495d6195b9c8306a4665801c,6463684d998888df42d880f2de434a837d74572b495d6195b9c8306a4665801c,e87f83d07f498758f9d84a41c32c3596fd7a96f76dcd77092877144ecaddaa56,e87f83d07f498758f9d84a41c32c3596fd7a96f76dcd77092877144ecaddaa56,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g armoryconstruction shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.340
textures\building g barracks destructed shadow.tga,textures\building g barracks destructed shadow.ddt,OK,BC3,BC3,NO,NO,f59b4dca2805ff13e66a969dc44d39b40fa1a1cceb89e876ee9ade964bca4347,f59b4dca2805ff13e66a969dc44d39b40fa1a1cceb89e876ee9ade964bca4347,a5b90ff141d71ea0cc297c9c5e87a85a4c04e7915c82d55042716a5e09358562,a5b90ff141d71ea0cc297c9c5e87a85a4c04e7915c82d55042716a5e09358562,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g barracks destructed shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.306
textures\building g barracks shadow.tga,textures\building g barracks shadow.ddt,OK,BC3,BC3,NO,NO,b9aaab12988623c848a002cfaaa784fae6ea15a39eafda96e63da72113f61a16,b9aaab12988623c848a002cfaaa784fae6ea15a39eafda96e63da72113f61a16,f3079e6a971d2fa467372c56b18051e9be4ca36babe73030812fbc615790ba61,f3079e6a971d2fa467372c56b18051e9be4ca36babe73030812fbc615790ba61,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g barracks shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.341
textures\building g barracksage1 shadow.tga,textures\building g barracksage1 shadow.ddt,OK,BC3,BC3,NO,NO,c115eba0a4c4cf43ef3f363fa4e3dc373b117a63c0082abf6e9460626e828394,c115eba0a4c4cf43ef3f363fa4e3dc373b117a63c0082abf6e9460626e828394,04d6e8cc73866ca8b203718eb1f2ec5418d219871e2599280d0a5ea76f205cb2,04d6e8cc73866ca8b203718eb1f2ec5418d219871e2599280d0a5ea76f205cb2,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g barracksage1 shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.278
textures\building g barracksage2 shadow.tga,textures\building g barracksage2 shadow.ddt,OK,BC3,BC3,NO,NO,181962b1e0b1085e44e3590ec3c608bf3fe3c1a5499f81929ba98533e5c8aac3,181962b1e0b1085e44e3590ec3c608bf3fe3c1a5499f81929ba98533e5c8aac3,5e4cd8c4250715fd318f396d9d50e89d27bbfae7085fa1ba1fc590a11336233f,5e4cd8c4250715fd318f396d9d50e89d27bbfae7085fa1ba1fc590a11336233f,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g barracksage2 shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.324
textures\building g barracksage3 shadow.tga,textures\building g barracksage3 shadow.ddt,OK,BC3,BC3,NO,NO,60ce533e27c14e9069a42ffdfbf1b6f2584590f7fd78823c779ebcbb735bb380,60ce533e27c14e9069a42ffdfbf1b6f2584590f7fd78823c779ebcbb735bb380,d9f97d93b090dd31bc3dac569610df908d4bc578d5832a86cf26de82fdda2207,d9f97d93b090dd31bc3dac569610df908d4bc578d5832a86cf26de82fdda2207,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g barracksage3 shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.267
textures\building g barracksconstruction shadow.tga,textures\building g barracksconstruction shadow.ddt,OK,BC3,BC3,NO,NO,ff5914f4b3ad848acaf18e064f0e10ccae088deb619a47f09aac3440f81d96fb,ff5914f4b3ad848acaf18e064f0e10ccae088deb619a47f09aac3440f81d96fb,3516d86a8caac1ab7a2d27a44ff955fe7b9e6f580538da1373a34ca3f4a8bdff,3516d86a8caac1ab7a2d27a44ff955fe7b9e6f580538da1373a34ca3f4a8bdff,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g barracksconstruction shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.289
textures\building g colomnshadow.tga,textures\building g colomnshadow.ddt,OK,BC3,BC3,NO,NO,9be59bd02448a2e339dc66a68afd0823f6deb5715a6b64a60c5743982e222854,9be59bd02448a2e339dc66a68afd0823f6deb5715a6b64a60c5743982e222854,d7c4163e193ec99b5a6e2a5da83d875b905b926ea2fba672e4a7f82d0665e28a,d7c4163e193ec99b5a6e2a5da83d875b905b926ea2fba672e4a7f82d0665e28a,4120,4120,True,True,RTS3,64,64,24,64,64,0,0x00000000,False,True,True,64,64,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g colomnshadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.325
textures\building g constructiontemple.tga,textures\building g constructiontemple.ddt,OK,BC3,BC3,NO,NO,f7fe29e7cafd092a51759aa59733d1e46d40b068883b14609576af3487548d34,f7fe29e7cafd092a51759aa59733d1e46d40b068883b14609576af3487548d34,3e4db82e6230c091b268558f28c435bb2b591ff1cfdfc6b470a67a2c88072887,3e4db82e6230c091b268558f28c435bb2b591ff1cfdfc6b470a67a2c88072887,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g constructiontemple.ddt	SUCCEEDED
Decompressed 1 textures.
",0.348
textures\building g destroyed.tga,textures\building g destroyed.ddt,OK,BC3,BC3,NO,NO,bbfc7ad30b0e9496f51c3ded2f677221a91f956a4291344306cb4bdf94156941,bbfc7ad30b0e9496f51c3ded2f677221a91f956a4291344306cb4bdf94156941,096ef873c0dfa75b5b70c2c0fd5e8305d55ffa1512e92b830a571afc1c49b249,096ef873c0dfa75b5b70c2c0fd5e8305d55ffa1512e92b830a571afc1c49b249,1048600,1048600,True,True,RTS3,1024,1024,24,1024,1024,0,0x00000000,False,True,True,1024,1024,32,8,BC3,0,False,False,False,BC3,0,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g destroyed.ddt	SUCCEEDED
Decompressed 1 textures.
",0.311
textures\building g dockage1 shadow.tga,textures\building g dockage1 shadow.ddt,OK,BC3,BC3,NO,NO,03507a25ef4c37eca985d2bd5569f557f96123a1f55c92e5f4e6fab72f8c6bdd,03507a25ef4c37eca985d2bd5569f557f96123a1f55c92e5f4e6fab72f8c6bdd,1b85925283c018f6d7130489f194eef4d3d9d9fade151abdb1b1f1cb2059fc92,1b85925283c018f6d7130489f194eef4d3d9d9fade151abdb1b1f1cb2059fc92,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g dockage1 shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.291
textures\building g fortifiedwall.tga,textures\building g fortifiedwall.ddt,OK,BC3,BC3,NO,NO,cbde6a864fe5839208d93a749801a66f342a062e6ac5aa69b7185e928e6c7296,cbde6a864fe5839208d93a749801a66f342a062e6ac5aa69b7185e928e6c7296,6b9eb5e73f7ab5aef0c439486fd0e41303c8e2821f48a6384409b38f90598e8a,6b9eb5e73f7ab5aef0c439486fd0e41303c8e2821f48a6384409b38f90598e8a,1048600,1048600,True,True,RTS3,1024,1024,24,1024,1024,0,0x00000000,False,True,True,1024,1024,32,8,BC3,1,True,False,False,BC3,1,True,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g fortifiedwall.ddt	SUCCEEDED
Decompressed 1 textures.
",0.335
textures\building g fortress cinematic shadow.tga,textures\building g fortress cinematic shadow.ddt,OK,BC3,BC3,NO,NO,49be138a872c0fff487cc202d0d43b3d2dcc07daac2d8479eb77ea1618fbc97b,49be138a872c0fff487cc202d0d43b3d2dcc07daac2d8479eb77ea1618fbc97b,aab16c3aecf9578db1a663cc8652c0661a2d531f7542f7208556d7768008222e,aab16c3aecf9578db1a663cc8652c0661a2d531f7542f7208556d7768008222e,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g fortress cinematic shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.288
textures\building g fortress destructed shadow.tga,textures\building g fortress destructed shadow.ddt,OK,BC3,BC3,NO,NO,a4c74d70fad2383d15bc1913ebe15b2f0761bcb8674c37b75ce3c24358c91c4e,a4c74d70fad2383d15bc1913ebe15b2f0761bcb8674c37b75ce3c24358c91c4e,fd02327d0823864ab7c3492ea89b7156d6e58d247b5f6b3d48ad34b29d3a6818,fd02327d0823864ab7c3492ea89b7156d6e58d247b5f6b3d48ad34b29d3a6818,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g fortress destructed shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.289
textures\building g fortress shadow.tga,textures\building g fortress shadow.ddt,OK,BC3,BC3,NO,NO,7b943dcdd6b55f3d1b54a726c116caa75c23f425d799d86be6aa3e503d934f6d,7b943dcdd6b55f3d1b54a726c116caa75c23f425d799d86be6aa3e503d934f6d,25f5a6aa3dcba6ea3d44736e065efdb027c1fecd569325bed5c58da091fd720c,25f5a6aa3dcba6ea3d44736e065efdb027c1fecd569325bed5c58da091fd720c,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g fortress shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.346
textures\building g fortress.tga,textures\building g fortress.ddt,OK,BC3,BC3,NO,NO,89d78d59d5d7c5c3565128bae26ed2b03f790f6e3d1a3f50e92c6bfd3a7c459c,89d78d59d5d7c5c3565128bae26ed2b03f790f6e3d1a3f50e92c6bfd3a7c459c,15653f30240660db5c5da943d2e5df241a30ad4cd305940e3b2c3473a01ec602,15653f30240660db5c5da943d2e5df241a30ad4cd305940e3b2c3473a01ec602,1048600,1048600,True,True,RTS3,1024,1024,24,1024,1024,0,0x00000000,False,True,True,1024,1024,32,8,BC3,1,True,False,False,BC3,1,True,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g fortress.ddt	SUCCEEDED
Decompressed 1 textures.
",0.276
textures\building g fortressconstruction shadow.tga,textures\building g fortressconstruction shadow.ddt,OK,BC3,BC3,NO,NO,5b5ccf79105df88299ba9536aa9eec028a290f096b57294c983b28f262b82218,5b5ccf79105df88299ba9536aa9eec028a290f096b57294c983b28f262b82218,5cd1a38fb5a007801a017c969433546f16551c60a4c172c52ddff14870c41fbd,5cd1a38fb5a007801a017c969433546f16551c60a4c172c52ddff14870c41fbd,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g fortressconstruction shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.336
textures\building g fortressroof.tga,textures\building g fortressroof.ddt,OK,BC3,BC3,NO,NO,3ee1f4472ca1eff37ec090e4f8f6be61c6380da7bbab85b229d83e2155ffb39c,3ee1f4472ca1eff37ec090e4f8f6be61c6380da7bbab85b229d83e2155ffb39c,92a986fd8f3281b0a53d8c3e6ab888e8f31db165953320ac8ac42e4fdf72952e,92a986fd8f3281b0a53d8c3e6ab888e8f31db165953320ac8ac42e4fdf72952e,1048600,1048600,True,True,RTS3,1024,1024,24,1024,1024,0,0x00000000,False,True,True,1024,1024,32,8,BC3,1,True,False,False,BC3,1,True,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g fortressroof.ddt	SUCCEEDED
Decompressed 1 textures.
",0.332
textures\building g fortresswall destructed.tga,textures\building g fortresswall destructed.ddt,OK,BC3,BC3,NO,NO,21dd8be23b216498c414e46b5d549c90338f6354a9704468b53d47a6e8aefc0d,21dd8be23b216498c414e46b5d549c90338f6354a9704468b53d47a6e8aefc0d,eef31bdd0fd8cd0e1113ee6c273ecd8cc90957359cb63f5cdfe816346197843d,eef31bdd0fd8cd0e1113ee6c273ecd8cc90957359cb63f5cdfe816346197843d,1048600,1048600,True,True,RTS3,1024,1024,24,1024,1024,0,0x00000000,False,True,True,1024,1024,32,8,BC3,0,False,False,False,BC3,0,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g fortresswall destructed.ddt	SUCCEEDED
Decompressed 1 textures.
",0.314
textures\building g fortresswall.tga,textures\building g fortresswall.ddt,OK,BC3,BC3,NO,NO,6be818976f996e055d1bb41e80d8bb326e23b2db305ba231943bbd04f5e99e47,6be818976f996e055d1bb41e80d8bb326e23b2db305ba231943bbd04f5e99e47,7cc19158b7382f71eb0612d98c7766b1ca7166224852feaefae2b21f096261b3,7cc19158b7382f71eb0612d98c7766b1ca7166224852feaefae2b21f096261b3,1048600,1048600,True,True,RTS3,1024,1024,24,1024,1024,0,0x00000000,False,True,True,1024,1024,32,8,BC3,1,True,False,False,BC3,1,True,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g fortresswall.ddt	SUCCEEDED
Decompressed 1 textures.
",0.320
textures\building g fortresswall2 destructed.tga,textures\building g fortresswall2 destructed.ddt,OK,BC3,BC3,NO,NO,1de576e1ec23b93e7b8830b837ead054913c3851ac4e92809bf2221be4f7df6e,1de576e1ec23b93e7b8830b837ead054913c3851ac4e92809bf2221be4f7df6e,528d23a2ab5bcc6af9097a9303af250e497a5f457c38aee91b3afc1ca4ee9cdb,528d23a2ab5bcc6af9097a9303af250e497a5f457c38aee91b3afc1ca4ee9cdb,1048600,1048600,True,True,RTS3,1024,1024,24,1024,1024,0,0x00000000,False,True,True,1024,1024,32,8,BC3,0,False,False,False,BC3,0,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g fortresswall2 destructed.ddt	SUCCEEDED
Decompressed 1 textures.
",0.358
textures\building g fortresswall2.tga,textures\building g fortresswall2.ddt,OK,BC3,BC3,NO,NO,ac5cdc6c780511c00c7ea06dc5cf14e97727213dad114431c646da23ef2345cc,ac5cdc6c780511c00c7ea06dc5cf14e97727213dad114431c646da23ef2345cc,2974eb7a02b2d9d75c72a92ec44881976697c138a0984cc5902eae9acc937ec0,2974eb7a02b2d9d75c72a92ec44881976697c138a0984cc5902eae9acc937ec0,1048600,1048600,True,True,RTS3,1024,1024,24,1024,1024,0,0x00000000,False,True,True,1024,1024,32,8,BC3,1,True,False,False,BC3,1,True,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g fortresswall2.ddt	SUCCEEDED
Decompressed 1 textures.
",0.320
textures\building g gate open shadow.tga,textures\building g gate open shadow.ddt,OK,BC3,BC3,NO,NO,42e67dabce9da60c5b8152d55ee7dc5d2ebcfdacc8995d919afde328b8a77876,42e67dabce9da60c5b8152d55ee7dc5d2ebcfdacc8995d919afde328b8a77876,138d3871bce3911d0cb5a627e71f0ac28551c00a9ab24efb7babb2f24a5a8ace,138d3871bce3911d0cb5a627e71f0ac28551c00a9ab24efb7babb2f24a5a8ace,16408,16408,True,True,RTS3,256,64,24,256,64,0,0x00000000,False,True,True,256,64,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g gate open shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.381
textures\building g gate shadow.tga,textures\building g gate shadow.ddt,OK,BC3,BC3,NO,NO,7f7b5ffc5902ecedf94fb4cd0c93a4800705c84ebcaf54a2eafc42534ae067b8,7f7b5ffc5902ecedf94fb4cd0c93a4800705c84ebcaf54a2eafc42534ae067b8,ec65bd6f6caf78e9fd6550b6fff6dafe524cc396e82f320c56a83d9e6d81afef,ec65bd6f6caf78e9fd6550b6fff6dafe524cc396e82f320c56a83d9e6d81afef,16408,16408,True,True,RTS3,256,64,24,256,64,0,0x00000000,False,True,True,256,64,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g gate shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.322
textures\building g gateall.tga,textures\building g gateall.ddt,OK,BC3,BC3,NO,NO,bc753bbdbfceea2b38c2b984061396e7f5386f13f53431920cdf0c6e9ee24515,bc753bbdbfceea2b38c2b984061396e7f5386f13f53431920cdf0c6e9ee24515,41746281ce51e54fad3a02f8111eea07c670187ac26a8f1a86b6649ccdcd06be,41746281ce51e54fad3a02f8111eea07c670187ac26a8f1a86b6649ccdcd06be,262168,262168,True,True,RTS3,1024,256,24,1024,256,0,0x00000000,False,True,True,1024,256,32,8,BC3,0,False,False,False,BC3,0,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g gateall.ddt	SUCCEEDED
Decompressed 1 textures.
",0.435
textures\building g granary destroyed shadow.tga,textures\building g granary destroyed shadow.ddt,OK,BC3,BC3,NO,NO,6288da7bdda2e9b3f0e21063a2d5a6fd3cc2935dbed565e141571be138c34361,6288da7bdda2e9b3f0e21063a2d5a6fd3cc2935dbed565e141571be138c34361,25a4a334e71596ed182e8deaaa96efa335d108ed82f171b031cb1f1c5b994dd3,25a4a334e71596ed182e8deaaa96efa335d108ed82f171b031cb1f1c5b994dd3,16408,16408,True,True,RTS3,128,128,24,128,128,0,0x00000000,False,True,True,128,128,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g granary destroyed shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.334
textures\building g granaryconstruction shadow.tga,textures\building g granaryconstruction shadow.ddt,OK,BC3,BC3,NO,NO,2c32700eafef26caee129859dee22e8b60d13f47471d9310bbd27be391bfed42,2c32700eafef26caee129859dee22e8b60d13f47471d9310bbd27be391bfed42,a66d4e3e6b4d0252a47f09247805ee96f1de5b0ffdea0e91b9bf669590095387,a66d4e3e6b4d0252a47f09247805ee96f1de5b0ffdea0e91b9bf669590095387,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g granaryconstruction shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.277
textures\building g hades temple shadow.tga,textures\building g hades temple shadow.ddt,OK,BC3,BC3,NO,NO,a30c032e8e51ffeb8f830e71e74e78f9ade2425abf28c7d2b6461ad7c7b38a99,a30c032e8e51ffeb8f830e71e74e78f9ade2425abf28c7d2b6461ad7c7b38a99,b3eed7a56103522f8ef797afcaa2109dabf894aec5690baa657a4037418cb28c,b3eed7a56103522f8ef797afcaa2109dabf894aec5690baa657a4037418cb28c,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g hades temple shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.361
textures\building g hades wonder shadow.tga,textures\building g hades wonder shadow.ddt,OK,BC3,BC3,NO,NO,54efc02b09762d4c0f68184dc20d70ca78b39057c046c5675243270c50acb66d,54efc02b09762d4c0f68184dc20d70ca78b39057c046c5675243270c50acb66d,fb227fddceb23c4cc971fe6c2da591fa17c803dbb743cd84374ae06358f72d6d,fb227fddceb23c4cc971fe6c2da591fa17c803dbb743cd84374ae06358f72d6d,262168,262168,True,True,RTS3,512,512,24,512,512,0,0x00000000,False,True,True,512,512,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g hades wonder shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.376
textures\building g hades wonder.tga,textures\building g hades wonder.ddt,OK,BC3,BC3,NO,NO,477843e455db56b207c4787f6e97f95689693cb134e17c0b7198f070a0bd662c,477843e455db56b207c4787f6e97f95689693cb134e17c0b7198f070a0bd662c,bd9f6cd31215a95b79bbb426bb98eaf56cb54c3ad27a11d6c16ab44f01f9ad06,bd9f6cd31215a95b79bbb426bb98eaf56cb54c3ad27a11d6c16ab44f01f9ad06,1048600,1048600,True,True,RTS3,1024,1024,24,1024,1024,0,0x00000000,False,True,True,1024,1024,32,8,BC3,1,True,False,False,BC3,1,True,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g hades wonder.ddt	SUCCEEDED
Decompressed 1 textures.
",0.304
textures\building g hades wonder01.tga,textures\building g hades wonder01.ddt,OK,BC3,BC3,NO,NO,07b259041c5e71d0861931f212b0e14e5047982aed16451441c4777669331749,07b259041c5e71d0861931f212b0e14e5047982aed16451441c4777669331749,a2696d714dbe4d22e7d30a56ef6d61580605acfb6d2a19e4e97ed0316a49c65c,a2696d714dbe4d22e7d30a56ef6d61580605acfb6d2a19e4e97ed0316a49c65c,1048600,1048600,True,True,RTS3,1024,1024,24,1024,1024,0,0x00000000,False,True,True,1024,1024,32,8,BC3,1,False,False,False,BC3,1,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g hades wonder01.ddt	SUCCEEDED
Decompressed 1 textures.
",0.396
textures\building g hadeswonder 2 shadow.tga,textures\building g hadeswonder 2 shadow.ddt,OK,BC3,BC3,NO,NO,fed1bb4f2cfb2c1c5fcf97a1909f7b46662cbfc9600326790c48230c950726d5,fed1bb4f2cfb2c1c5fcf97a1909f7b46662cbfc9600326790c48230c950726d5,c304bc7f8cfd4612911f3caff3c3903577437a73888829aa36010af2c4f96072,c304bc7f8cfd4612911f3caff3c3903577437a73888829aa36010af2c4f96072,262168,262168,True,True,RTS3,512,512,24,512,512,0,0x00000000,False,True,True,512,512,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g hadeswonder 2 shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.389
textures\building g hadeswonder 3 shadow.tga,textures\building g hadeswonder 3 shadow.ddt,OK,BC3,BC3,NO,NO,d586ea4e6eee1955620ef01eda60bc20cf3c41d758f4969c9488a6831590d2bf,d586ea4e6eee1955620ef01eda60bc20cf3c41d758f4969c9488a6831590d2bf,03a260fb63ceb58238d8cedd01e07ed95d05cad3bb06c23930cb8bda43b543b3,03a260fb63ceb58238d8cedd01e07ed95d05cad3bb06c23930cb8bda43b543b3,262168,262168,True,True,RTS3,512,512,24,512,512,0,0x00000000,False,True,True,512,512,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g hadeswonder 3 shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.271
textures\building g house destructed shadow.tga,textures\building g house destructed shadow.ddt,OK,BC3,BC3,NO,NO,7c3f0257e51fe0ac552ef94ba21af8818a566fbb6232238c28cb21566b229cc0,7c3f0257e51fe0ac552ef94ba21af8818a566fbb6232238c28cb21566b229cc0,abf4aadab2131e11ef00909bde09d471ba09f6daaacb36820795b673f9a208a5,abf4aadab2131e11ef00909bde09d471ba09f6daaacb36820795b673f9a208a5,65560,65560,True,True,RTS3,256,256,24,256,256,0,0x00000000,False,True,True,256,256,32,8,BC3,4,False,False,False,BC3,4,False,False,False,True,True,True,True,True,True,True,True,True,,,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\textures\building g house destructed shadow.ddt	SUCCEEDED
Decompressed 1 textures.
",0.305
