LogicalTGA,SourceClass,TGAPath,TGABYTES,TGASHA256,BTIPath,BTIBYTES,BTISHA256
textures\special c earth dragon icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c earth dragon icon.tga,16402,5be64a857581578c5ef5db9554c38f0e2e8e0e6324b97a94183e928d058db227,D:\AI_upscaling\AoMEE\extracted\textures\special c earth dragon icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special c earth dragon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c earth dragon.tga,262162,34e8bce92184b0c340f42cde54c47493fc09fa3534a08c6699f36c605eef2745,D:\AI_upscaling\AoMEE\extracted\textures\special c earth dragon.bti,27,c3d38931c390301061b4b52598b26cc619d4e274a8f55192eaf096d21a0662d5
textures\special c jiangshi head.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c jiangshi head.tga,4114,f0c57c2447c82c1313af978cbca8be26f6d5dccad719dab9bde7e6da9ea73a24,D:\AI_upscaling\AoMEE\extracted\textures\special c jiangshi head.bti,27,c3d38931c390301061b4b52598b26cc619d4e274a8f55192eaf096d21a0662d5
textures\special c jiangshi icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c jiangshi icon.tga,16402,4ec91b3445c0872e03d2fde0ff4f42be7b00fd3e45b67c45a02ad90b9c24f533,D:\AI_upscaling\AoMEE\extracted\textures\special c jiangshi icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special c jiangshi.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c jiangshi.tga,65554,410e60c7ec7ea1a495ae8651686fe2ada1137e9dc339254fcc32609abd3f4710,D:\AI_upscaling\AoMEE\extracted\textures\special c jiangshi.bti,27,c3d38931c390301061b4b52598b26cc619d4e274a8f55192eaf096d21a0662d5
textures\special c monkey king icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c monkey king icon.tga,16402,a4b806c0b77cd4ad541bcdcdcc6a66198bdd978cf629ccd30ddfc499c1911191,D:\AI_upscaling\AoMEE\extracted\textures\special c monkey king icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special c monkey king.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c monkey king.tga,131090,9334365ac5424993bd02cc2c797b84c0868d2e844e46048faa47efb4a97fd88f,D:\AI_upscaling\AoMEE\extracted\textures\special c monkey king.bti,27,c3d38931c390301061b4b52598b26cc619d4e274a8f55192eaf096d21a0662d5
textures\special c pixiu icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c pixiu icon.tga,16402,dcd766976a254ae52dea8ca9ac66c796487b0687a52033e6ef7e0c1fe5e2e493,D:\AI_upscaling\AoMEE\extracted\textures\special c pixiu icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special c pixiu.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\Special C Pixiu.tga,524306,0ea2c3d4abf4d65928c1ef1bc544886b9dc35dec137d45974c610e9942a85201,D:\AI_upscaling\AoMEE\extracted\textures\Special C Pixiu.bti,27,c3d38931c390301061b4b52598b26cc619d4e274a8f55192eaf096d21a0662d5
textures\special c qilin icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c qilin icon.tga,16402,f545adb9300730b596da5bf632f198497e5d473fbb608095b6600ea9c9328fc5,D:\AI_upscaling\AoMEE\extracted\textures\special c qilin icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special c qilin.tga,recovered,D:\AI_upscaling\AoMEE\extracted\patched_to_verify\textures\special c qilin.tga,75363,9c859e63c981d872211930332454faff19193171917a6ad76fb95d0db705c044,D:\AI_upscaling\AoMEE\extracted\patched_to_verify\textures\special c qilin.bti,18,2123ae8708ae40c49eab91ccb9ea1b8997211739d30fd91a5c4039e405515435
textures\special c salamander.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c salamander.tga,65554,7593fac0832d6ae1a59b93e8f2a7905b58b9c0f5b86de34b0cdf6583a080c4df,D:\AI_upscaling\AoMEE\extracted\textures\special c salamander.bti,27,c3d38931c390301061b4b52598b26cc619d4e274a8f55192eaf096d21a0662d5
textures\special c terracotta soldier head.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c terracotta soldier head.tga,4114,aa607c1a16b902e20d6b81b776302ead575f954462cb560da8706a4e9a5aa839,D:\AI_upscaling\AoMEE\extracted\textures\special c terracotta soldier head.bti,27,c3d38931c390301061b4b52598b26cc619d4e274a8f55192eaf096d21a0662d5
textures\special c terracotta soldier icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c terracotta soldier icon.tga,16402,4b10b36c02578ac5b9d2fc6f4dff5fc5cefa3ee58941be4cb3548b79c81b28a3,D:\AI_upscaling\AoMEE\extracted\textures\special c terracotta soldier icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special c terracotta soldier.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c terracotta soldier.tga,65554,93ea579e9ff56dd4aaf875aeec4c91ab7c062b4c216ce19531436b1ce8b5daf6,D:\AI_upscaling\AoMEE\extracted\textures\special c terracotta soldier.bti,27,c3d38931c390301061b4b52598b26cc619d4e274a8f55192eaf096d21a0662d5
textures\special c vermilion bird icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c vermilion bird icon.tga,16402,b539fd8ef0e4121e6593caccc517f7d27ff2c568e50e7a37744de6c9331ec9a2,D:\AI_upscaling\AoMEE\extracted\textures\special c vermilion bird icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special c vermillion bird wing alpha.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c vermillion bird wing alpha.tga,131090,1e1ec358f3d085f13ac2ec770233ce884e01da7e6355f39b6c617b7317390b85,D:\AI_upscaling\AoMEE\extracted\textures\special c vermillion bird wing alpha.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special c vermillion bird wing.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c vermillion bird wing.tga,131090,43519f368ecd96c2e671ee820d5fbae625d7c33ead00e59018ce43e5bf42046b,D:\AI_upscaling\AoMEE\extracted\textures\special c vermillion bird wing.bti,27,c3d38931c390301061b4b52598b26cc619d4e274a8f55192eaf096d21a0662d5
textures\special c vermillion bird.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c vermillion bird.tga,262162,046a52b691125847147f602ca9ef9c27787f32d08da0245cba2c4184b65abd06,D:\AI_upscaling\AoMEE\extracted\textures\special c vermillion bird.bti,27,c3d38931c390301061b4b52598b26cc619d4e274a8f55192eaf096d21a0662d5
textures\special c war salamander icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c war salamander icon.tga,16402,8335f28ca6ce2dce4025778f72e1ecffcff34712b6672785a633c50b4a551276,D:\AI_upscaling\AoMEE\extracted\textures\special c war salamander icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special c white tiger icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special c white tiger icon.tga,16402,82b2402ed57cbaa2c623ad4f546d19c0a190772ba87ec4457cd7aa6194dc21f8,D:\AI_upscaling\AoMEE\extracted\textures\special c white tiger icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special e anubite corpse bodya.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e anubite corpse bodya.tga,16402,224e70c91e1898fa4205f03585e95345ba13161850f9dbdb40351a24b00ea950,D:\AI_upscaling\AoMEE\extracted\textures\special e anubite corpse bodya.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e anubite corpse skeletona.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e anubite corpse skeletona.tga,16402,a1c5f52de886e2fe4b01240ef967b40071062a098d5b3775b4f6d334f850988b,D:\AI_upscaling\AoMEE\extracted\textures\special e anubite corpse skeletona.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e anubite iron.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e anubite iron.tga,65554,310ea19c1a2dfafa86e875dfc7d4d0f7ba30f04a9913b42bca6cfcfb582b4a9b,D:\AI_upscaling\AoMEE\extracted\textures\special e anubite iron.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e anubite.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e anubite.tga,65554,8b04751a527ec3233a317e2313bcbe061c3f5f79f7991fb53fe787cdca5e681d,D:\AI_upscaling\AoMEE\extracted\textures\special e anubite.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e anubite[pixelxform1].tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e anubite[pixelxform1].tga,65554,0ca546c7ee1ed381d82273843816c2ebe946f0936593079321013f1720fc0f90,D:\AI_upscaling\AoMEE\extracted\textures\special e anubite[pixelxform1].bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special e apep map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e apep map.tga,65554,d7dbca4c4b4689ca16d4392a11436d7f38b1658465f64b0c2f3bdc296a757cd0,D:\AI_upscaling\AoMEE\extracted\textures\special e apep map.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e avenger corpse bodya.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e avenger corpse bodya.tga,16402,ad2c3a524b9225b151fcc8835af0b123aa44797e713d6297263c0796a88506d9,D:\AI_upscaling\AoMEE\extracted\textures\special e avenger corpse bodya.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e avenger corpse skeletona.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e avenger corpse skeletona.tga,16402,e259e4112190e552858a18d3211a0324ad5707bed220b332f7ff99cf31077236,D:\AI_upscaling\AoMEE\extracted\textures\special e avenger corpse skeletona.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e avenger map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e avenger map.tga,65554,6fe9ca099eb35e1324478d97b290ffa7508fe26e52f51fb12f86f07b35f2d6b9,D:\AI_upscaling\AoMEE\extracted\textures\special e avenger map.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e avenger.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e avenger.tga,65554,7369b012eb7bf2ee463726d0ab1482fb3a91d5e4d115328175f65146594c7283,D:\AI_upscaling\AoMEE\extracted\textures\special e avenger.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special e leviathan fins.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e leviathan fins.tga,65554,49e767b78ecdcce5222b90462679718992e4296b8dfe2cf81f86b58a19a9f658,D:\AI_upscaling\AoMEE\extracted\textures\special e leviathan fins.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e leviathan map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e leviathan map.tga,262162,d1c6a9690c5f12ef66aad5caaa609612c42f94d1c7e9778ac5516366cde90cf7,D:\AI_upscaling\AoMEE\extracted\textures\special e leviathan map.bti,15,e49fa6fc1259c66290b917b1c9a68268780fd6b4b0f1571cebf688fc7245fc03
textures\special e minion map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e minion map.tga,16402,0d868a01bc71907525b4b10588936ad7aa9cc844f896e1c8e9e0f5945eeb7ab4,D:\AI_upscaling\AoMEE\extracted\textures\special e minion map.bti,15,e49fa6fc1259c66290b917b1c9a68268780fd6b4b0f1571cebf688fc7245fc03
textures\special e mummy flies breath.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e mummy flies breath.tga,4114,cf1ecc6864421d51d8052ec5f389e3523c44b5246ffdd57a9ebe1d77dd017e0d,D:\AI_upscaling\AoMEE\extracted\textures\special e mummy flies breath.bti,15,e49fa6fc1259c66290b917b1c9a68268780fd6b4b0f1571cebf688fc7245fc03
textures\special e mummy flies.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e mummy flies.tga,4114,69676dfc73d089961fb94eff46421d0a0f5302c30da037f70f3cde8849d59d5a,D:\AI_upscaling\AoMEE\extracted\textures\special e mummy flies.bti,15,e49fa6fc1259c66290b917b1c9a68268780fd6b4b0f1571cebf688fc7245fc03
textures\special e mummy map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e mummy map.tga,16402,9e729b29965c8a9a88ef31531d704b43da7b31b788ec1dee79dfabae9599143a,D:\AI_upscaling\AoMEE\extracted\textures\special e mummy map.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e petesuchos arrow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos arrow.tga,2066,fff224404b50dbf2a2d188f7519d73a8fc8c6d054ddcbc092676d57f242eb1a1,D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos arrow.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special e petesuchos ball glow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos ball glow.tga,4114,fdc401b175aad508ffb845206009d222f386aa9b5a9faec6bbae89459dda8a0e,D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos ball glow.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special e petesuchos beam.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos beam.tga,4114,7af92f2c9538c7dc3478ea0d3229bb9280a2e32cf201ca4c57adfa31140f9728,D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos beam.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special e petesuchos corpse bodya.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos corpse bodya.tga,8210,9365d104bec34cd038fef278f43ad6580135f9a69c3ad82f251ff15dea05e5c4,D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos corpse bodya.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e petesuchos corpse skeletona.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos corpse skeletona.tga,8210,7738edd5cd188238b374143ba27a2dbce77fc399591c72f2d36cbbac93917ad8,D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos corpse skeletona.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e petesuchos.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos.tga,65554,09bcd922cb7c66bf4c9aa710f32c3a99df76f8afbb4d2120acae390a9bf11a47,D:\AI_upscaling\AoMEE\extracted\textures\special e petesuchos.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e pharaoh corpse bodya.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh corpse bodya.tga,4114,88ded29149a111fe708a4bf7e609cb972523804a6ad37b663b066d8ca7a621cd,D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh corpse bodya.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e pharaoh head.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh head.tga,8210,a946c8130615790e6ebd4e87d7d3b425fe0dc5b996d06235c066e2508d2d1659,D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh head.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e pharaoh skeletona.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh skeletona.tga,4114,b283405b379a40dfd53179b68be8299b97041328d8e3bbe0d51478db9fee7c5e,D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh skeletona.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e pharaoh.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh.tga,16402,1480e6bccbb646662422ce1c49c0a502a8d8e9a2bb2fb63771c3cb41604d5d18,D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e phoenix egg.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e phoenix egg.tga,16402,ba81b3d5af79212d5d3b170fdcdad8c7c407e835f7a9bee98b30a6d21b8be908,D:\AI_upscaling\AoMEE\extracted\textures\special e phoenix egg.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e phoenix shockwave.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e phoenix shockwave.tga,65554,10385c0a51f17856574f49000597d567620ce5bf56cf7ae5f3ea0f3821f3dc7c,D:\AI_upscaling\AoMEE\extracted\textures\special e phoenix shockwave.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special e phoenix.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e phoenix.tga,16402,86d3eb67a32781343a5b5ab6b06870ec295524a5aceec155e32cb0148df6d48f,D:\AI_upscaling\AoMEE\extracted\textures\special e phoenix.bti,27,6676fdc25443f3f74a1d97a49b73718a67520bf0b6979133b7f05ca885ed09b5
textures\special e priest corpse bodya.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e priest corpse bodya.tga,4114,97d8a4ad26d654610b4f4f8efdc85fd4add8f160dab9b8b13f53190e1c34c60a,D:\AI_upscaling\AoMEE\extracted\textures\special e priest corpse bodya.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e priest head.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e priest head.tga,2066,a196cf0d4f18e575a7df95571edd93789f5dddafb864549816b1e46f4582c16e,D:\AI_upscaling\AoMEE\extracted\textures\special e priest head.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e priest skeletona.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e priest skeletona.tga,4114,1dff23c3cc39fe353e7df89bb54d0d3d0b185bbd0b306ad1abe8053fe6f8eee3,D:\AI_upscaling\AoMEE\extracted\textures\special e priest skeletona.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e priest staff.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e priest staff.tga,2066,22ed6fe1a0f1c1a51845e8830b018920fa6eae5582b970da90e115d620f40da3,D:\AI_upscaling\AoMEE\extracted\textures\special e priest staff.bti,15,e49fa6fc1259c66290b917b1c9a68268780fd6b4b0f1571cebf688fc7245fc03
textures\special e priest.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e priest.tga,16402,bf202bcbeb058e6824818deccce2000d247431ddebb0a92404bdbb7d96c04eb5,D:\AI_upscaling\AoMEE\extracted\textures\special e priest.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e roc basket.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e roc basket.tga,65554,ebdd960aca3f67e83fab41eeeb1a36620af0267107d496966b3844c54ef292a7,D:\AI_upscaling\AoMEE\extracted\textures\special e roc basket.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e roc.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e roc.tga,65554,d7b1a8ee5964610ce956b1d21dfed47a74a71467d28dd1315f749e4b5870ec26,D:\AI_upscaling\AoMEE\extracted\textures\special e roc.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e scarab blood.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e scarab blood.tga,4114,8ea884274e6a56863104920e232ee402bb64a46ac4c9236ef982e5717f3ae4d5,D:\AI_upscaling\AoMEE\extracted\textures\special e scarab blood.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e scarab corpse bodya.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e scarab corpse bodya.tga,65554,0f91e7754d6190e6cb7bdb6687d3434b87fc9007c6e8bef4912eee768e56655c,D:\AI_upscaling\AoMEE\extracted\textures\special e scarab corpse bodya.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e scarab corpse skeletona.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e scarab corpse skeletona.tga,65554,f071db867b773c9ab089ea00503fa26dbb6fc20eae5695ed252b9386daeb9aa8,D:\AI_upscaling\AoMEE\extracted\textures\special e scarab corpse skeletona.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e scarab map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e scarab map.tga,65554,ad4782aae05574cdda4d0a55d85b928c9ec1b2da1e0ea7787980d96095bad9cf,D:\AI_upscaling\AoMEE\extracted\textures\special e scarab map.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e scorpion corpse bodya.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion corpse bodya.tga,16402,776866668777758c1f4fdb20075f220e0ffcb6e5fc8cf7ea3bdc86da4c3610b9,D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion corpse bodya.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e scorpion corpse skeletona.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion corpse skeletona.tga,16402,7c132a95f4ae79d66524407573a928f28c48f166e3f277f3c1d25821d6047f22,D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion corpse skeletona.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e scorpion man head.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man head.tga,4114,5e06a5aa4bb5e01f295bef3f993127fdb0ab274988c9424f9d3cf6998f9a4193,D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man head.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e scorpion man upgrade.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man upgrade.tga,65554,867e7e3816d693f2787e78a79a41a6695bca97fbf70c60a669bf19f07b4cb8aa,D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man upgrade.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e scorpion man.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man.tga,65554,2858ef4ca0922c0065b05634888a97b7b37681c00de63e5152ae5d1276f593f0,D:\AI_upscaling\AoMEE\extracted\textures\special e scorpion man.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e sphinx corpse bodya.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e sphinx corpse bodya.tga,16402,519504df64b946cc181b4af83ad400d31d3cd383c395f7547798c400fdfe615a,D:\AI_upscaling\AoMEE\extracted\textures\special e sphinx corpse bodya.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e sphinx corpse skeletona.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e sphinx corpse skeletona.tga,16402,dda8ef39dc570acbe963cff8927a691ee1d67e03dff07f6547808616ffed4f1e,D:\AI_upscaling\AoMEE\extracted\textures\special e sphinx corpse skeletona.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e sphinx tornado.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e sphinx tornado.tga,65554,98906b56f9e3204e67d336c1a6d6d2a8c428c628c86361c0a7ee2432b85c3587,D:\AI_upscaling\AoMEE\extracted\textures\special e sphinx tornado.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e sphinx.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e sphinx.tga,65554,2835c0815aec5b1b82451477f338489786163ecef44d7bfecc592cfee6d4a16c,D:\AI_upscaling\AoMEE\extracted\textures\special e sphinx.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special e vulture map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e vulture map.tga,16402,c3d81bc2c5ab1c2cfb0dfc8cccc9cb39b74af994cd1296be4bb325af9754e932,D:\AI_upscaling\AoMEE\extracted\textures\special e vulture map.bti,15,e49fa6fc1259c66290b917b1c9a68268780fd6b4b0f1571cebf688fc7245fc03
textures\special e wadjet corpse bodya.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e wadjet corpse bodya.tga,16402,b5dcf09c987dad70f9a5b958e9295dc79472d81c43090e5386743b3087ffa512,D:\AI_upscaling\AoMEE\extracted\textures\special e wadjet corpse bodya.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e wadjet corpse skeletona.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e wadjet corpse skeletona.tga,16402,26355f189f5ab7c78085a6eaa4358f658cf37c904ae8fde3874d5f81d61871f4,D:\AI_upscaling\AoMEE\extracted\textures\special e wadjet corpse skeletona.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\special e wadjet.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special e wadjet.tga,65554,b2aa4bffa97428cd89c2fc9f6ce5fe90e7b8a6ccf0a4bc518c237792779c5545,D:\AI_upscaling\AoMEE\extracted\textures\special e wadjet.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
textures\special g agamemnon head statue.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special g agamemnon head statue.tga,16402,2d6bbc7ea29ed22f6aa5cef81f0a0d704e4f81e083f895479c49859cc4c69263,D:\AI_upscaling\AoMEE\extracted\textures\special g agamemnon head statue.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\special g agamemnon head.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\special g agamemnon head.tga,16402,7b6ef06dd78759e54743ebdd46abca71836b0ad38765dd69c67350892a2f24e2,D:\AI_upscaling\AoMEE\extracted\textures\special g agamemnon head.bti,27,6edc15e428c0cef073a304d7a2b78250bca7a03f7182327d27b21c2490468d5e
