LogicalTGA,SourceClass,TGAPath,TGABYTES,TGASHA256,BTIPath,BTIBYTES,BTISHA256
textures\god minor portrait atlantis hyperion.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait atlantis hyperion.tga,262162,f3ead8cbf19b217138226f5088126c4f0a5dae078cbc11aa11521ded8760dd7f,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait atlantis hyperion.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait atlantis leto.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait atlantis leto.tga,262162,9e021f01cd2eda25aa82c94b45d0f678f4d75b315e1fb8c12313d414d9d8ec51,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait atlantis leto.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait atlantis okeanus.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait atlantis okeanus.tga,262162,103d3d461c9611bcada32c8d4f0d9725fec052a6debfea71e4f9b8f0b6cbe0f8,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait atlantis okeanus.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait atlantis prometheus.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait atlantis prometheus.tga,262162,478087603950677163a770bab6669aac77357b22e2a7d901af4fc4a19e78962e,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait atlantis prometheus.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait atlantis rheia.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait atlantis rheia.tga,262162,ac0587d67e20dbcbf2c27cf6272d222a7481ef00f1f35b0e4ff8ef3d659abe79,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait atlantis rheia.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait atlantis theia.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait atlantis theia.tga,262162,770af812b76b6c1dfd409033b2b4eedfac6e6a70b04c9cffa146f5e5b9142630,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait atlantis theia.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait chinese aokuang.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese aokuang.tga,262162,5883fac3e73262ff908b4330d3f29bb3d2cc530457697e92dd1fa24fd910a499,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese aokuang.bti,25,3823028b4416e4f250c717ab672ff2ff1e12fab10284a82369bdb3b8097da106
textures\god minor portrait chinese change.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese change.tga,262162,bf0cbf21fec45c4f8e7c7cf68a1b9977570933bd03d9ac50ff1e30bae7abbf05,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese change.bti,25,3823028b4416e4f250c717ab672ff2ff1e12fab10284a82369bdb3b8097da106
textures\god minor portrait chinese chongli.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese chongli.tga,262162,00a7a104847808058d16277ff06de87b012d4582be0b1938671610618461a46b,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese chongli.bti,25,3823028b4416e4f250c717ab672ff2ff1e12fab10284a82369bdb3b8097da106
textures\god minor portrait chinese dabogong.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese dabogong.tga,262162,0096e9c09cd2d9d3210fea9c6f1b14f7e1c3a66efd1d4fc875f56aff411b557d,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese dabogong.bti,25,3823028b4416e4f250c717ab672ff2ff1e12fab10284a82369bdb3b8097da106
textures\god minor portrait chinese hebo.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese hebo.tga,262162,6a54bf5793b268e565c4886d87aab25134c5d33030e2a5a5462c48bec06fca2d,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese hebo.bti,25,3823028b4416e4f250c717ab672ff2ff1e12fab10284a82369bdb3b8097da106
textures\god minor portrait chinese huangdi.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese huangdi.tga,262162,f80ccc6cad4d74ff81d2d08bac28717942e32ad9211b950a250afa971d7d29d9,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese huangdi.bti,25,3823028b4416e4f250c717ab672ff2ff1e12fab10284a82369bdb3b8097da106
textures\god minor portrait chinese sunwukong.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese sunwukong.tga,262162,e4a9115c53d84dad6aebb6e747158987f3444a7e009fb85c48e33faea0a9e1bf,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese sunwukong.bti,25,3823028b4416e4f250c717ab672ff2ff1e12fab10284a82369bdb3b8097da106
textures\god minor portrait chinese xiwangmu.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese xiwangmu.tga,262162,a00f923530faa9c7cc0edbadc090223460311df1d70ceb5ee30e58e30e9483d0,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese xiwangmu.bti,25,3823028b4416e4f250c717ab672ff2ff1e12fab10284a82369bdb3b8097da106
textures\god minor portrait chinese zhongkui.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese zhongkui.tga,262162,9ceea745b31ebdcca8fdc7dd1e12b4763059398eb84216a172837223d5cf3618,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait chinese zhongkui.bti,25,3823028b4416e4f250c717ab672ff2ff1e12fab10284a82369bdb3b8097da106
textures\god minor portrait egypt anubis.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt anubis.tga,262162,fc06a48d48e29cfee7eb6120abef4aea39f29ff4b160f704b99a4efac8333278,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt anubis.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait egypt bast.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt bast.tga,262162,05ac6b09a1a2ab336b9b16745c637555a629b8481e229c376bd8cdf5bf0d9bcf,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt bast.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait egypt hathor.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt hathor.tga,262162,bee74f2768ce86c20bf889aebb57b58002aa3d6c42ccf6bfa2a068f3229a084d,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt hathor.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait egypt horus.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt horus.tga,262162,4e18659e55dad540f7c24385865502a367b7e37376ba7cc4cf20e4b2690abf15,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt horus.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait egypt nephthys.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt nephthys.tga,262162,5d9e9b057f03f12c104f2215f865b68c66270ee6fca555a2d490cd0310dda5a5,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt nephthys.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait egypt osiris.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt osiris.tga,262162,552158d133d74ae6708fa0c80c90583b460bc56cfc8c36e238970d00e03597f9,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt osiris.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait egypt ptah.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt ptah.tga,262162,9e2f6c49c9ed35715f154596b12d632be0e8aa102ef917f8f61efee3c17b5fc5,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt ptah.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait egypt sekhmet.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt sekhmet.tga,262162,0a9934989ba5be8496b46f36c74c081a69e88e0b8558af5426da172824360805,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt sekhmet.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait egypt thoth.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt thoth.tga,262162,958ce1ddceeed4a91e3c33a7765eb48eb6834ec3abbbc55301fdaeabb61e36ad,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait egypt thoth.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait greek aphrodite.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek aphrodite.tga,262162,2e2d14ef0e009338e5d742637abbff217cc609a675ad47a80aef58377ff36ef0,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek aphrodite.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait greek apollo.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek apollo.tga,262162,f06a72fd6adcc0a08ff60d1074926abf6e708191850fc8e9a2554a180cd5d1dc,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek apollo.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait greek ares.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek ares.tga,262162,ea98845ca917a08a019855f23174221cc89f95cb5fe7ccde6dc8ab19d0cb7ba3,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek ares.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait greek artemis.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek artemis.tga,262162,6d9076d26cc312ca9c13324069b999f10cb381c96bd5840382d48d6eb1a6a81b,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek artemis.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait greek athena.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek athena.tga,262162,33a8df9582834a8a68419ba24728c881b7eb176f3d3f749d6d01c9fbda67664d,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek athena.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait greek dionysus.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek dionysus.tga,262162,33c4d64e991a4ae18f5feb8214fc72a70bbb1be954944c86c1c8e61f2230ee11,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek dionysus.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait greek hephaestus.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek hephaestus.tga,262162,8e7e022f29ab2417282b0abbc7b173a4a35e6a8d9db06faa6a5f9ce89cfd4913,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek hephaestus.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait greek hera.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek hera.tga,262162,19222ba036f9e0903311f72dd733f86fafef05fb0799303926d5b1226d0555be,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek hera.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait greek hermes.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek hermes.tga,262162,ecdf4bbb9983af7c05970857ba4e8366dd1b62f7080d29d614dbb5b07910bb7f,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait greek hermes.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait norse baldr.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse baldr.tga,262162,f864d8145eceee02279921c7bb9a121e3463debb077026992cc0425c66e75817,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse baldr.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait norse bragi.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse bragi.tga,262162,3372375a1d9c96c211de8011ee1a61c152a01c1f0f1bdfeb7fa15fb1804923fc,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse bragi.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait norse forseti.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse forseti.tga,262162,87e418b2d5b3ad5c43bf5c42f107f44468e7dbdbb41039f49a6c1c5cef4b21a3,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse forseti.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait norse freyja.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse freyja.tga,262162,7a55ec10029bd58b1ae273d925f01245a8da780ab2bcd32245ed5e8e380a5d67,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse freyja.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait norse heimdall.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse heimdall.tga,262162,1e8becc3498f7db288223898c2a626b50e07f29772499cd94ed950a09d52d887,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse heimdall.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait norse hel.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse hel.tga,262162,94c14097d2905f33fa5c413947539607d9750e52cc7568fce388a4eb486adc47,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse hel.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait norse njord.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse njord.tga,262162,44a10f1622664f44e4d62ecaa0ef3924da8aab76be7f67747ff8987ddaed1dd9,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse njord.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait norse skadi.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse skadi.tga,262162,fa4def7d4b7d3279b3bbb62532c381d944b1477159e290469eea7bda7e4e1161,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse skadi.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god minor portrait norse tyr.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse tyr.tga,262162,0dc9e49a2362c94025e13fbb0f61f46ff61a7fc50b5d0192ffc070e8792f907f,D:\AI_upscaling\AoMEE\extracted\textures\god minor portrait norse tyr.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god n frost haze map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god n frost haze map.tga,4114,f8178fa3d41e251e7c31b690f4b498d9390dbfa0a164b281cd22870e51153c5f,D:\AI_upscaling\AoMEE\extracted\textures\god n frost haze map.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\god n frost ice map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god n frost ice map.tga,4114,3734467a98acf5f7432a11171e491c11ad7aa4db071d9d74a343c833c67a1b54,D:\AI_upscaling\AoMEE\extracted\textures\god n frost ice map.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\god n frost particle map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god n frost particle map.tga,4114,997bdddae497cd1ca8f3a9109df05c4abc97122d9a9ab5ce88351d853151ea58,D:\AI_upscaling\AoMEE\extracted\textures\god n frost particle map.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\god n frost shocksmall map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god n frost shocksmall map.tga,65554,93c890c1c0e5e53aa26bf2455b56298a38e6e5c17bdfbd4c76f75d24f670e675,D:\AI_upscaling\AoMEE\extracted\textures\god n frost shocksmall map.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\god n frost shockwave map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god n frost shockwave map.tga,65554,f44a21ee9d13a8e17bd68eca8e69bae55daa1bf5e91940c0dc418d567d124d76,D:\AI_upscaling\AoMEE\extracted\textures\god n frost shockwave map.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\god n ice block map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god n ice block map.tga,65554,5879b9cd0757fd5edbcaff9757f9e5b231c860c075973efa9ac651d5a35f3212,D:\AI_upscaling\AoMEE\extracted\textures\god n ice block map.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\god n ice sheet map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god n ice sheet map.tga,65554,3f18c3713eb58801113c3e5bb70c8054d082a13df709150f891898d43f5326a7,D:\AI_upscaling\AoMEE\extracted\textures\god n ice sheet map.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\god n shadow ice map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god n shadow ice map.tga,16402,09cad27e1ce862de293016ce71bfc57f305d09dc7a3099f7e0c5f1544010534a,D:\AI_upscaling\AoMEE\extracted\textures\god n shadow ice map.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\god power call to arms icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god power call to arms icon.tga,16402,7f8874dbce5a1d41488b5a66e007a42dd3575087eef7d7998d9f9483c085b4b1,D:\AI_upscaling\AoMEE\extracted\textures\god power call to arms icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god power examination icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god power examination icon.tga,16402,e9d19b34584de97cd9e2817a05d659a4c09a9a55d5a802e533840fe107a39f27,D:\AI_upscaling\AoMEE\extracted\textures\god power examination icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god power firestorm icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god power firestorm icon.tga,4114,a67589835d119a1125fb8f0e57973ef4bbf4d6182960d7fdd29b68d2b14f5bd6,D:\AI_upscaling\AoMEE\extracted\textures\god power firestorm icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god power flood icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god power flood icon.tga,16402,d8163aa8a7095f0928fc273486b62026a66853e8506d7016c39f25a5233cd85e,D:\AI_upscaling\AoMEE\extracted\textures\god power flood icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god power inferno icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god power inferno icon.tga,16402,b3e5b70df15c4dbbfb4138d50a101d782390e2c7653e66a963ff97953066d913,D:\AI_upscaling\AoMEE\extracted\textures\god power inferno icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god power journey icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god power journey icon.tga,65554,43e473034e09bfca4a63b42df8763ef4880fad5bd7f08ecfbeb45b9151b0afd8,D:\AI_upscaling\AoMEE\extracted\textures\god power journey icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god power recreation icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god power recreation icon.tga,16402,7a10621b4816d521b27efdb5b7d76b4d60777db2b0bcce445f84a9144b178dc9,D:\AI_upscaling\AoMEE\extracted\textures\god power recreation icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\god power uproot icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\god power uproot icon.tga,16402,15cf0622b36d98da65cb0059e7023d6a3c0ddf8cf62a11d033540e7ae01dd4ed,D:\AI_upscaling\AoMEE\extracted\textures\god power uproot icon.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\gold icon 32x32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gold icon 32x32.tga,4114,6be7cdc5278f0e11f8828ae067b2c01d6465e8173dbf57c86a85f893ece3acd5,D:\AI_upscaling\AoMEE\extracted\textures\gold icon 32x32.bti,15,e49fa6fc1259c66290b917b1c9a68268780fd6b4b0f1571cebf688fc7245fc03
textures\gp x hesperides tree decal.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x hesperides tree decal.tga,262162,02ce43a5559f1ca5a469cab24b968fa0c792895a595ad7503a142728048cf042,D:\AI_upscaling\AoMEE\extracted\textures\gp x hesperides tree decal.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\gp x hesperides tree shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x hesperides tree shadow.tga,262162,02ce43a5559f1ca5a469cab24b968fa0c792895a595ad7503a142728048cf042,D:\AI_upscaling\AoMEE\extracted\textures\gp x hesperides tree shadow.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\gp x hesperides tree.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x hesperides tree.tga,262162,228b25f90587be971eb33812ea5f2f39bc9ad082e07ea658a29f99b4a1029e94,D:\AI_upscaling\AoMEE\extracted\textures\gp x hesperides tree.bti,15,e49fa6fc1259c66290b917b1c9a68268780fd6b4b0f1571cebf688fc7245fc03
textures\gp x tartarian gate crack a.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate crack a.tga,16402,45c5d6bd29094f23be8392fd2c86901b3e97ce0fd2a4841f3fc818f4cc3c0940,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate crack a.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\gp x tartarian gate crack b.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate crack b.tga,16402,e36337cc675e25ba58cb18a65236f0b566e0280d2c2c83c4a9f3300d551b2f79,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate crack b.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\gp x tartarian gate creature a.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate creature a.tga,65554,d576d7a3a42028664cb100be37f02166e1636fc980e24c904e0298e757de8116,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate creature a.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\gp x tartarian gate creature b.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate creature b.tga,65554,eb31776895fb4c0bffeb81d488ea599cdc274efa744306097d96d429dfb35940,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate creature b.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\gp x tartarian gate creature corpse bodya.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate creature corpse bodya.tga,16402,a7192a1b01ad6bb132bf626d831facd26a34c23dfb05198628efb278303dccfd,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate creature corpse bodya.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\gp x tartarian gate creature corpse skeletona.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate creature corpse skeletona.tga,16402,fcee612066de82910a60724176411cb235d72c9562174601821bc7291dc69017,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate creature corpse skeletona.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\gp x tartarian gate creature.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate creature.tga,65554,5f768ea0f36ebd003a8d71c8f39194749f4cd5a9fc6434dfdf511ee9d26fe930,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate creature.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\gp x tartarian gate ground.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate ground.tga,262162,30a5559c816d563f0b521e51c538f47996c8981071e0b630d811270b2c02cf40,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate ground.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\gp x tartarian gate hole.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate hole.tga,32786,c33a722a79fde41c53c180e672db3f786a72e5bc3dedc108e6984d8a6835ef6e,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate hole.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
textures\gp x tartarian gate lavapool.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate lavapool.tga,65554,01541a2f1df0085f7b1515e1d891f21d29777707e34bed6dd65ef3370af7c90e,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate lavapool.bti,15,bcfa336a7de8b191ab0e27cc32fdcfb6b52e0018663fc6d7cae42573668a705d
textures\gp x tartarian gate shimmer.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate shimmer.tga,16402,3c7d126d94515d3234fb7a9f8dd163f19ec3869d783cc045b6cd5e9ae78a3fa2,D:\AI_upscaling\AoMEE\extracted\textures\gp x tartarian gate shimmer.bti,15,e78397b5064b8bc9c213bec244853ffb8d32fbaa35733f2387c800038527a3a6
