RelativePath,DDTRelativePath,ManifestStatus,OriginalBTIFormat,CompileFormat,FallbackUsed,Provisional,ExpectedTgaSHA256,ActualTgaSHA256,ExpectedDDTSHA256,ActualDDTSHA256,ExpectedDDTBytes,ActualDDTBytes,SourceTgaWidth,SourceTgaHeight,SourceTgaBPP,DDTMagic,DDTProperties,DDTAlphaBits,DDTFormatByte,DDTMipLevels,DDTWidth,DDTHeight,DDTDataTableEnd,DDTDataEntryCount,DDTDataEntriesInBounds,DDTDataEntriesNonOverlapping,DDTExpectedFormatByte,DDTExpectedAlphaBits,AuthoritativeBTIFormat,AuthoritativeBTIAlpha,AuthoritativeBTINoAlphaTest,AuthoritativeBTINoMip,AuthoritativeBTINoLowDetail,AuthoritativeBTIDisplacement,SourceTGAShaPASS,DDTHashPASS,DDTSizePASS,SourceTgaStructurePASS,MagicPASS,DDTFormatPASS,DDTAlphaPASS,DDTDimensionsPASS,DDTDataTablePASS,DDTPropertyPASS,ExtractorExitCode,ExtractorExitHex,ExtractorTimedOut,ExtractedTgaExists,ExtractedBTIExists,ExtractedTgaWidth,ExtractedTgaHeight,ExtractedTgaBPP,ExtractedBTIFormat,ExtractedBTIAlpha,ExtractorDecodePASS,CorePASS,OVERALLPASS,FailureStage,FailureReason,ExtractorOutput,ElapsedSeconds
dlc-frontend\textures\ui\screen shot a_11.tga,dlc-frontend\textures\ui\screen shot a_11.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,9fb512ec0f297d33bf3bf058a0c3a0b68240485d7cf982f9881cd66f3f74f11f,9fb512ec0f297d33bf3bf058a0c3a0b68240485d7cf982f9881cd66f3f74f11f,f6c09bd5797a87c798dc2cd0d4b79ee619ef72eb8905b64be0ca636db3ac3c2c,f6c09bd5797a87c798dc2cd0d4b79ee619ef72eb8905b64be0ca636db3ac3c2c,655392,655392,1024,1024,32,RTS3,0,0,4,2,1024,1024,32,2,True,True,10,0,DEFLATEDRGBA8,0,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,1024,1024,32,BC3,0,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\screen shot a_11.ddt	SUCCEEDED
Decompressed 1 textures.
",0.361
dlc-frontend\textures\ui\screen shot a_12.tga,dlc-frontend\textures\ui\screen shot a_12.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,9505dc4d3f436867c2c4faad39edbf378d3083542466070a0ec00401516ab5fd,9505dc4d3f436867c2c4faad39edbf378d3083542466070a0ec00401516ab5fd,7e46ac32923989a7681c2eba7ca9f04b5dea51ead2a8340c554b5fa2cf9796df,7e46ac32923989a7681c2eba7ca9f04b5dea51ead2a8340c554b5fa2cf9796df,655392,655392,1024,1024,32,RTS3,0,0,4,2,1024,1024,32,2,True,True,10,0,DEFLATEDRGBA8,0,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,1024,1024,32,BC3,0,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\screen shot a_12.ddt	SUCCEEDED
Decompressed 1 textures.
",0.289
dlc-frontend\textures\ui\ui background opaque 1.tga,dlc-frontend\textures\ui\ui background opaque 1.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,71fccad284b27d9d6ed32a7c439316b22a540f550eacdf238c3340d4b3ad8e5c,71fccad284b27d9d6ed32a7c439316b22a540f550eacdf238c3340d4b3ad8e5c,06d318070f1e4b34d9277be07f4b5241d6830cfde21d24a8813df0c1360cb94b,06d318070f1e4b34d9277be07f4b5241d6830cfde21d24a8813df0c1360cb94b,10272,10272,128,128,32,RTS3,0,1,4,2,128,128,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,128,128,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui background opaque 1.ddt	SUCCEEDED
Decompressed 1 textures.
",0.247
dlc-frontend\textures\ui\ui background opaque 2.tga,dlc-frontend\textures\ui\ui background opaque 2.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,72100b56c3b337481dae367ecb0dde8b6d6cd0ad6852fc15455d0b6be799314f,72100b56c3b337481dae367ecb0dde8b6d6cd0ad6852fc15455d0b6be799314f,90f99cb81440f462ff8541d89a64a17c214d9811f4a8483383b5ca496669c219,90f99cb81440f462ff8541d89a64a17c214d9811f4a8483383b5ca496669c219,10272,10272,128,128,32,RTS3,0,1,4,2,128,128,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,128,128,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui background opaque 2.ddt	SUCCEEDED
Decompressed 1 textures.
",0.250
dlc-frontend\textures\ui\ui background opaque 3.tga,dlc-frontend\textures\ui\ui background opaque 3.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,199d50ad8fdbc9748b74e4bdd93ff2997a71246ebae2d2b1e40db71ee17c3573,199d50ad8fdbc9748b74e4bdd93ff2997a71246ebae2d2b1e40db71ee17c3573,06d318070f1e4b34d9277be07f4b5241d6830cfde21d24a8813df0c1360cb94b,06d318070f1e4b34d9277be07f4b5241d6830cfde21d24a8813df0c1360cb94b,10272,10272,128,128,32,RTS3,0,1,4,2,128,128,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,128,128,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui background opaque 3.ddt	SUCCEEDED
Decompressed 1 textures.
",0.308
dlc-frontend\textures\ui\ui border bottom left corner.tga,dlc-frontend\textures\ui\ui border bottom left corner.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,0e12a57b170544ad7a48ffe964829e3765dd24372903331d9db6cdd7ba666cc8,0e12a57b170544ad7a48ffe964829e3765dd24372903331d9db6cdd7ba666cc8,d511622fd14612ba395d144a034f25eacbe0cc7c377ca5bfcb534253108d5a37,d511622fd14612ba395d144a034f25eacbe0cc7c377ca5bfcb534253108d5a37,81952,81952,256,512,32,RTS3,0,1,4,2,256,512,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,256,512,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui border bottom left corner.ddt	SUCCEEDED
Decompressed 1 textures.
",0.727
dlc-frontend\textures\ui\ui border bottom middle.tga,dlc-frontend\textures\ui\ui border bottom middle.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,de60b41c4c4f6fb05e3e41aa97749b5524e1838fc8850aa0e194de85a6d64734,de60b41c4c4f6fb05e3e41aa97749b5524e1838fc8850aa0e194de85a6d64734,3bf0cd07ad03e4e2afbe9ab7afd9bb06523113006c9459223cbc46099c88f821,3bf0cd07ad03e4e2afbe9ab7afd9bb06523113006c9459223cbc46099c88f821,40992,40992,512,128,32,RTS3,0,1,4,2,512,128,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,512,128,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui border bottom middle.ddt	SUCCEEDED
Decompressed 1 textures.
",0.280
dlc-frontend\textures\ui\ui border bottom right corner.tga,dlc-frontend\textures\ui\ui border bottom right corner.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,a443e00d0259b0049fcb81e5c2e2048bd5f6805434362be40906c3ec3680d36d,a443e00d0259b0049fcb81e5c2e2048bd5f6805434362be40906c3ec3680d36d,9391ba3645a71087598a1ec4f45d6abc1d02de38ba9fe31b0f39b6981ac4f14a,9391ba3645a71087598a1ec4f45d6abc1d02de38ba9fe31b0f39b6981ac4f14a,81952,81952,256,512,32,RTS3,0,1,4,2,256,512,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,256,512,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui border bottom right corner.ddt	SUCCEEDED
Decompressed 1 textures.
",0.324
dlc-frontend\textures\ui\ui border left middle.tga,dlc-frontend\textures\ui\ui border left middle.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,25709585ee813238146860c384522f66fb0ee23083a46c385eab036c53a461f9,25709585ee813238146860c384522f66fb0ee23083a46c385eab036c53a461f9,0c7df4cd7adcd889c540acc9f19d244ba824f84a032c2ddf04e1fcd3617c6b55,0c7df4cd7adcd889c540acc9f19d244ba824f84a032c2ddf04e1fcd3617c6b55,163872,163872,256,1024,32,RTS3,0,1,4,2,256,1024,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,256,1024,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui border left middle.ddt	SUCCEEDED
Decompressed 1 textures.
",0.272
dlc-frontend\textures\ui\ui border right middle.tga,dlc-frontend\textures\ui\ui border right middle.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,8cbeb760fa3cc56ce6d7f994f46108d1b09881d89193b392e3ce627e51fbf343,8cbeb760fa3cc56ce6d7f994f46108d1b09881d89193b392e3ce627e51fbf343,7dea88fabc092025f085135a7d760f2cc6d940a02cb3e25b6ddc812fb12e088a,7dea88fabc092025f085135a7d760f2cc6d940a02cb3e25b6ddc812fb12e088a,163872,163872,256,1024,32,RTS3,0,1,4,2,256,1024,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,256,1024,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui border right middle.ddt	SUCCEEDED
Decompressed 1 textures.
",0.246
dlc-frontend\textures\ui\ui border top left corner.tga,dlc-frontend\textures\ui\ui border top left corner.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,457d6198d48e2593b76e8ae2c0121e6f36aa0f9920b3afca51234242080129da,457d6198d48e2593b76e8ae2c0121e6f36aa0f9920b3afca51234242080129da,c3143ee216d960173d8a11614aa65e7c1518ee30e731d7092564762c37364903,c3143ee216d960173d8a11614aa65e7c1518ee30e731d7092564762c37364903,81952,81952,256,512,32,RTS3,0,1,4,2,256,512,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,256,512,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui border top left corner.ddt	SUCCEEDED
Decompressed 1 textures.
",0.299
dlc-frontend\textures\ui\ui border top middle.tga,dlc-frontend\textures\ui\ui border top middle.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,a6137b2106a317a57b7da095089f4418dd9dce160d7362bf44f20ae7035295dc,a6137b2106a317a57b7da095089f4418dd9dce160d7362bf44f20ae7035295dc,7c692465fc12ac4047020f3ee910dd4c513a05b271c97ad2e741a0652379cb92,7c692465fc12ac4047020f3ee910dd4c513a05b271c97ad2e741a0652379cb92,40992,40992,512,128,32,RTS3,0,1,4,2,512,128,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,512,128,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui border top middle.ddt	SUCCEEDED
Decompressed 1 textures.
",0.246
dlc-frontend\textures\ui\ui border top right corner.tga,dlc-frontend\textures\ui\ui border top right corner.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,15a9e8f2f6bfbe44118179abfcb1329e8d93ed5219834381a7ad7a243118433c,15a9e8f2f6bfbe44118179abfcb1329e8d93ed5219834381a7ad7a243118433c,46cc58f557adc85e99560befa7eb75c6fb56f158b219f65007b821dd4eef8182,46cc58f557adc85e99560befa7eb75c6fb56f158b219f65007b821dd4eef8182,81952,81952,256,512,32,RTS3,0,1,4,2,256,512,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,256,512,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui border top right corner.ddt	SUCCEEDED
Decompressed 1 textures.
",0.255
dlc-frontend\textures\ui\ui button arrow down 32x64 clicked.tga,dlc-frontend\textures\ui\ui button arrow down 32x64 clicked.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,23b7126698ddf51eddb12d62c2a4b6381e9a45aaeecfbfd307abd51a1c06c727,23b7126698ddf51eddb12d62c2a4b6381e9a45aaeecfbfd307abd51a1c06c727,c3da3fd1ee7a0249922f44bbf9a480025671ae72d24b4dda01564ece8dc76324,c3da3fd1ee7a0249922f44bbf9a480025671ae72d24b4dda01564ece8dc76324,20512,20512,128,256,32,RTS3,0,1,4,2,128,256,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,128,256,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui button arrow down 32x64 clicked.ddt	SUCCEEDED
Decompressed 1 textures.
",0.266
dlc-frontend\textures\ui\ui button arrow down 32x64 rollover.tga,dlc-frontend\textures\ui\ui button arrow down 32x64 rollover.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,0b8b299e4d6befd104f5209c1c2e9767ada4f5b201d21791f7c2c6fdeb8e318b,0b8b299e4d6befd104f5209c1c2e9767ada4f5b201d21791f7c2c6fdeb8e318b,5bc3132e37262c047b1a247b736bd386344b4ed7911ab153a34988b42e4b2900,5bc3132e37262c047b1a247b736bd386344b4ed7911ab153a34988b42e4b2900,20512,20512,128,256,32,RTS3,0,1,4,2,128,256,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,128,256,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui button arrow down 32x64 rollover.ddt	SUCCEEDED
Decompressed 1 textures.
",0.327
dlc-frontend\textures\ui\ui button arrow down 32x64.tga,dlc-frontend\textures\ui\ui button arrow down 32x64.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,9801abe8c9c53ec44766cc46439783572b61b6f9c2c3be25a6c3dafeb587a4ab,9801abe8c9c53ec44766cc46439783572b61b6f9c2c3be25a6c3dafeb587a4ab,31a9193b53e1a7c38e4fbf1a039fc641015b5a5a36b5aaaff87be67889652385,31a9193b53e1a7c38e4fbf1a039fc641015b5a5a36b5aaaff87be67889652385,20512,20512,128,256,32,RTS3,0,1,4,2,128,256,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,128,256,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui button arrow down 32x64.ddt	SUCCEEDED
Decompressed 1 textures.
",0.230
dlc-frontend\textures\ui\ui button arrow left 64x32 clicked.tga,dlc-frontend\textures\ui\ui button arrow left 64x32 clicked.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,cc236f96311a77838efd8c92747b5b1c435f7fd7474a12507747127cff69d4a0,cc236f96311a77838efd8c92747b5b1c435f7fd7474a12507747127cff69d4a0,5a37a799cd51b77f468c7708e46fc9978dfc0353ae9d62890464685cd4847e4f,5a37a799cd51b77f468c7708e46fc9978dfc0353ae9d62890464685cd4847e4f,20512,20512,256,128,32,RTS3,0,1,4,2,256,128,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,256,128,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui button arrow left 64x32 clicked.ddt	SUCCEEDED
Decompressed 1 textures.
",2.058
dlc-frontend\textures\ui\ui button arrow left 64x32 rollover.tga,dlc-frontend\textures\ui\ui button arrow left 64x32 rollover.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,d41cbae7e20ad75ccdcef06e48762996d00bd5a56100f62e87a0572d1cbccbb6,d41cbae7e20ad75ccdcef06e48762996d00bd5a56100f62e87a0572d1cbccbb6,c56b3365337b673e1408261d842b2f0dd31166503607ee3c44ff5ba601ed58d4,c56b3365337b673e1408261d842b2f0dd31166503607ee3c44ff5ba601ed58d4,20512,20512,256,128,32,RTS3,0,1,4,2,256,128,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,256,128,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui button arrow left 64x32 rollover.ddt	SUCCEEDED
Decompressed 1 textures.
",0.277
dlc-frontend\textures\ui\ui button arrow left 64x32.tga,dlc-frontend\textures\ui\ui button arrow left 64x32.ddt,OK,DEFLATEDRGBA8,DEFLATEDRGBA8,NO,NO,609c7b5fe06f7f5a477b136e16d12ec5ee15b8bc85c08e9de12d5baabfd0a26f,609c7b5fe06f7f5a477b136e16d12ec5ee15b8bc85c08e9de12d5baabfd0a26f,699439d09fc4250c27a27982a65fd3e342c3851bbbda9b605b93baa3f881719a,699439d09fc4250c27a27982a65fd3e342c3851bbbda9b605b93baa3f881719a,20512,20512,256,128,32,RTS3,0,1,4,2,256,128,32,2,True,True,10,1,DEFLATEDRGBA8,1,False,False,False,False,True,True,True,True,True,False,True,True,True,True,0,0x00000000,False,True,True,256,128,32,BC3,1,True,False,False,CORE_DDT_INTEGRITY,format=4/10,"Processing D:\AI_upscaling\AoMEE\processed\DDT_PBRify_V4\dlc-frontend\textures\ui\ui button arrow left 64x32.ddt	SUCCEEDED
Decompressed 1 textures.
",2.054
