"RelativePath","SourceType","TgaPath","BtiPath","OriginalDdtPath","Width","Height","TgaImageType","BitsPerPixel","TgaBytes","BtiFound","OriginalDdtFound","ProcessingEligible","DuplicateRelativePath"
"textures\icons\improvement medium archer icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium archer icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium archer icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium archer icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medium axemen icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium axemen icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium axemen icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium axemen icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medium axemen icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium axemen icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium axemen icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium axemen icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medium barracks icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium barracks icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium barracks icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium barracks icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medium cavalry icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium cavalry icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium cavalry icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium cavalry icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medium cavalry icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium cavalry icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium cavalry icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium cavalry icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medium infantry icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium infantry icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium infantry icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium infantry icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medium infantry icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium infantry icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium infantry icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium infantry icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medium khopesh icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium khopesh icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium khopesh icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium khopesh icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medium slinger icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium slinger icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium slinger icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium slinger icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medium slinger icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium slinger icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium slinger icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium slinger icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medium spearmen icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium spearmen icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium spearmen icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium spearmen icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medium spearmen icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium spearmen icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium spearmen icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medium spearmen icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement medjay icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medjay icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medjay icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement medjay icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement meteoric iron mail icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement meteoric iron mail icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement meteoric iron mail icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement meteoric iron mail icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement meteoric iron mail icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement meteoric iron mail icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement meteoric iron mail icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement meteoric iron mail icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement milkstones icons 32.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement milkstones icons 32.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement milkstones icons 32.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement milkstones icons 32.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement milkstones icons 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement milkstones icons 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement milkstones icons 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement milkstones icons 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement mithril breastplate icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mithril breastplate icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mithril breastplate icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement mithril breastplate icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement mithril breastplate icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mithril breastplate icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mithril breastplate icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement mithril breastplate icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement monsterous rage icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement monsterous rage icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement monsterous rage icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement monsterous rage icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement monsterous rage icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement monsterous rage icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement monsterous rage icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement monsterous rage icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement murder holes icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement murder holes icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement murder holes icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement murder holes icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement murder holes icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement murder holes icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement murder holes icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement murder holes icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement mythic rejuvenation icons 32.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mythic rejuvenation icons 32.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mythic rejuvenation icons 32.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement mythic rejuvenation icons 32.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement mythic rejuvenation icons 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mythic rejuvenation icons 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mythic rejuvenation icons 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement mythic rejuvenation icons 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement naval oxybeles icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement naval oxybeles icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement naval oxybeles icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement naval oxybeles icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement naval oxybeles icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement naval oxybeles icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement naval oxybeles icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement naval oxybeles icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement necropolis icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement necropolis icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement necropolis icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement necropolis icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement necropolis icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement necropolis icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement necropolis icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement necropolis icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement nephthys icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement nephthys icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement nephthys icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement nephthys icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement new kingdom icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement new kingdom icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement new kingdom icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement new kingdom icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement new kingdom icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement new kingdom icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement new kingdom icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement new kingdom icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement nezhas defeat icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement nezhas defeat icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement nezhas defeat icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement nezhas defeat icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement njord icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement njord icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement njord icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement njord icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement olympic patronage icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement olympic patronage icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement olympic patronage icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement olympic patronage icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement olympic patronage icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement olympic patronage icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement olympic patronage icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement olympic patronage icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement omniscience icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement omniscience icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement omniscience icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement omniscience icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement omniscience icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement omniscience icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement omniscience icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement omniscience icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement oracle bone script icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement oracle bone script icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement oracle bone script icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement oracle bone script icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement oracle icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement oracle icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement oracle icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement oracle icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement oracle icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement oracle icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement oracle icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement oracle icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement orichalkos wall icons 128.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement orichalkos wall icons 128.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement orichalkos wall icons 128.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement orichalkos wall icons 128.ddt","32","32","2","32","4114","True","True","True","False"
"textures\icons\improvement orichalkos wall icons 32.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement orichalkos wall icons 32.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement orichalkos wall icons 32.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement orichalkos wall icons 32.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement orichalkos wall icons 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement orichalkos wall icons 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement orichalkos wall icons 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement orichalkos wall icons 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement osiris icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement osiris icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement osiris icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement osiris icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement paper talisman icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement paper talisman icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement paper talisman icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement paper talisman icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement patrol icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement patrol icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement patrol icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement patrol icon.ddt","32","32","2","32","4114","True","True","True","False"
"textures\icons\improvement petrified icons 32.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement petrified icons 32.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement petrified icons 32.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement petrified icons 32.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement petrified icons 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement petrified icons 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement petrified icons 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement petrified icons 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement phobos spear of panic icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement phobos spear of panic icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement phobos spear of panic icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement phobos spear of panic icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement phobos spear of panic icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement phobos spear of panic icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement phobos spear of panic icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement phobos spear of panic icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement pickaxe icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pickaxe icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pickaxe icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement pickaxe icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement pickaxe icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pickaxe icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pickaxe icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement pickaxe icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement pig sticker icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pig sticker icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pig sticker icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement pig sticker icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement pig sticker icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pig sticker icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pig sticker icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement pig sticker icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement pillar of the ocean icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pillar of the ocean icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pillar of the ocean icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement pillar of the ocean icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement plow icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement plow icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement plow icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement plow icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement plow icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement plow icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement plow icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement plow icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement poseidons secret icons 32.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement poseidons secret icons 32.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement poseidons secret icons 32.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement poseidons secret icons 32.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement poseidons secret icons 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement poseidons secret icons 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement poseidons secret icons 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement poseidons secret icons 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement ptah icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement ptah icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement ptah icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement ptah icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement purse seine icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement purse seine icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement purse seine icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement purse seine icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement purse seine icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement purse seine icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement purse seine icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement purse seine icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement quarry icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement quarry icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement quarry icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement quarry icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement quarry icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement quarry icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement quarry icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement quarry icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement ram of the wind icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement ram of the wind icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement ram of the wind icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement ram of the wind icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement ram of the wind icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement ram of the wind icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement ram of the wind icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement ram of the wind icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement rammed earth icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rammed earth icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rammed earth icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement rammed earth icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement rampage icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rampage icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rampage icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement rampage icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement rampage icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rampage icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rampage icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement rampage icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement reinforced hull icon.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement reinforced hull icon.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement reinforced hull icon.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement reinforced hull icon.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement reinforced ram icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement reinforced ram icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement reinforced ram icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement reinforced ram icon 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement rheias gift icons 32.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rheias gift icons 32.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rheias gift icons 32.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement rheias gift icons 32.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement rheias gift icons 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rheias gift icons 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rheias gift icons 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement rheias gift icons 64.ddt","64","64","2","32","16402","True","True","True","False"
"textures\icons\improvement rime icon 64.tga","NormalExtraction","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rime icon 64.tga","D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rime icon 64.bti","D:\AI_upscaling\AoMEE\Age of Mythology\textures\icons\improvement rime icon 64.ddt","64","64","2","32","16402","True","True","True","False"
