"RelativePath","FullPath","Size","UTF8BOM","Alpha","NoMip","Format","Text"
"textures\icons\boat c transport icon.bti","D:\AI_upscaling\AoMEE\extracted\patched_to_verify\textures\icons\boat c transport icon.bti","34","True","0","True","DeflatedRGBA8","﻿alpha=0 nomip fmt=DeflatedRGBA8"
"textures\icons\boat e fishing boat icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat e fishing boat icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat e fishing boat icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat e fishing boat icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat e kebenit icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat e kebenit icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat e kebenit icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat e kebenit icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat e ramming galley icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat e ramming galley icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat e ramming galley icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat e ramming galley icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat e transport icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat e transport icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat e transport icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat e transport icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat e warbarge icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat e warbarge icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat e warbarge icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat e warbarge icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat g argo icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat g argo icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat g argo icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat g argo icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat g fishing boat icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat g fishing boat icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat g fishing boat icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat g fishing boat icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat g juggernaught icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat g juggernaught icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat g juggernaught icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat g juggernaught icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat g pentekonter icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat g pentekonter icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat g pentekonter icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat g pentekonter icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat g transport icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat g transport icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat g transport icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat g transport icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat g trireme icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat g trireme icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat g trireme icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat g trireme icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat n dragonship icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat n dragonship icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat n dragonship icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat n dragonship icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat n drakkar icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat n drakkar icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat n drakkar icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat n drakkar icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat n fishing boat icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat n fishing boat icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat n fishing boat icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat n fishing boat icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat n longboat icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat n longboat icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat n longboat icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat n longboat icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat n transport icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat n transport icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat n transport icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat n transport icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat x bireme icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat x bireme icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat x bireme icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat x bireme icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat x fire ship atlantean icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat x fire ship atlantean icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat x fire ship atlantean icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat x fire ship atlantean icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat x fishing ship atlantean icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat x fishing ship atlantean icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat x fishing ship atlantean icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat x fishing ship atlantean icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat x siege ship atlantean icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat x siege ship atlantean icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat x siege ship atlantean icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat x siege ship atlantean icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat x transport ship atlantean icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat x transport ship atlantean icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\boat x transport ship atlantean icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\boat x transport ship atlantean icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building academy icon 64 .bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building academy icon 64 .bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building academy icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building academy icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building archery range icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building archery range icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building archery range icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building archery range icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building armory icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building armory icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building armory icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building armory icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building barracks icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building barracks icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building barracks icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building barracks icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building barracks icons 128.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building barracks icons 128.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building barracks icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building barracks icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building barracks icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building barracks icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building bronze wall icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building bronze wall icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building bronze wall icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building bronze wall icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building chinese fortress icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building chinese fortress icon.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building dock icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building dock icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building dock icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building dock icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building garden icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building garden icon.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building granary icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building granary icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building granary icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building granary icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building guard tower icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building guard tower icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building guard tower icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building guard tower icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building guild icons 128.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building guild icons 128.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building guild icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building guild icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building guild icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building guild icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building house icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building house icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building house icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building house icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building iron wall icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building iron wall icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building iron wall icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building iron wall icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building lighthouse icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building lighthouse icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building lighthouse icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building lighthouse icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building lion statue icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building lion statue icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building lumbercamp icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building lumbercamp icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building lumbercamp icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building lumbercamp icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building manor icons 128.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building manor icons 128.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building manor icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building manor icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building manor icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building manor icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building market icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building market icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building market icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building market icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building mining camp icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building mining camp icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building mining camp icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building mining camp icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building monument five icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building monument five icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building monument five icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building monument five icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building monument four icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building monument four icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building monument four icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building monument four icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building monument one icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building monument one icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building monument one icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building monument one icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building monument three icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building monument three icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building monument three icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building monument three icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building monument two icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building monument two icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building monument two icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building monument two icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building norse shrine icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building norse shrine icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building norse shrine icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building norse shrine icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building orichalkos wall icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building orichalkos wall icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building orichalkos wall icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building orichalkos wall icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building osiris pyramid icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building osiris pyramid icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building osiris pyramid icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building osiris pyramid icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building outpost icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building outpost icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building outpost icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building outpost icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building palace icons 128.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building palace icons 128.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building palace icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building palace icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building palace icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building palace icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building pharaoh statue icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building pharaoh statue icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building sentry tower icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building sentry tower icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building sentry tower icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building sentry tower icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building settlement icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building settlement icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building settlement icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building settlement icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building siege workshop icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building siege workshop icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building siege workshop icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building siege workshop icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building skytemple icons 128.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building skytemple icons 128.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building skytemple icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building skytemple icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building skytemple icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building skytemple icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building specialist icons 128.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building specialist icons 128.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building specialist icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building specialist icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building specialist icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building specialist icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building stable icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building stable icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building stable icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building stable icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building storage pit icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building storage pit icon.bti","24","False","0","False","DeflatedRGB8","alpha=0 fmt=DeflatedRGB8"
"textures\icons\building storehouse icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building storehouse icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building storehouse icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building storehouse icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building temple icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building temple icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building temple icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building temple icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building titan gate icons 128.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building titan gate icons 128.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building titan gate icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building titan gate icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building titan gate icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building titan gate icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building tower mirror icons 128.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building tower mirror icons 128.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building tower mirror icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building tower mirror icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building tower mirror icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building tower mirror icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building town center atlanis icons 128.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building town center atlanis icons 128.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building town center atlanis icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building town center atlanis icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building town center atlanis icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building town center atlanis icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building town center atlantis icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building town center atlantis icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building town center atlantis icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building town center atlantis icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building town center chinese icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building town center chinese icon.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building town center egypt icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building town center egypt icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building town center egypt icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building town center egypt icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building town center greek icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building town center greek icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building town center greek icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building town center greek icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building town center norse icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building town center norse icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building town center norse icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building town center norse icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building university icons 128.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building university icons 128.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\building university icons 32.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building university icons 32.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building university icons 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building university icons 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building wall icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building wall icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building wall icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building wall icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building wall to gate icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building wall to gate icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building wall to gate icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building wall to gate icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building watch tower icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building watch tower icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building watch tower icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building watch tower icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building wonder icon 64.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building wonder icon 64.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\building wonder icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\building wonder icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\buyfood.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\buyfood.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\buywood.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\buywood.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\cavalry c cataphract icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\cavalry c cataphract icon.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
"textures\icons\cavalry c general icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\cavalry c general icon.bti","15","False","0","False","BC3","alpha=0 fmt=BC3"
"textures\icons\cavalry c scout icon.bti","D:\AI_upscaling\AoMEE\extracted\textures\icons\cavalry c scout icon.bti","25","False","0","False","DeflatedRGBA8","alpha=0 fmt=DeflatedRGBA8"
