"Filename","Category","Width","Height","AlphaValueCount","AlphaType","TransparentPixels","PartialAlpha","OpaquePixels","AlphaCoveragePct","OpaqueCoveragePct","CoverageGroup","BTIFile"
"infantry x trident soldier shield hero.tga",,"32","64","3","MultiValue","1582","22","444","22.754","21.68","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier shield hero.bti"
"infantry x trident soldier shield iron.tga",,"32","64","3","MultiValue","1582","22","444","22.754","21.68","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry x trident soldier shield iron.bti"
"cavalry c scout bronze.tga",,"64","64","96","MultiValue","2592","613","891","36.719","21.753","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout bronze.bti"
"cavalry n jarl standard.tga",,"64","64","3","MultiValue","3183","21","892","22.29","21.777","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n jarl standard.bti"
"cavalry g hippikon copper.tga",,"64","64","2","Binary","3198","0","898","21.924","21.924","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hippikon copper.bti"
"archer e slinger copper.tga",,"64","64","3","MultiValue","3175","21","900","22.485","21.973","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger copper.bti"
"scenario n eitri standard.tga",,"64","64","3","MultiValue","3165","21","910","22.729","22.217","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario n eitri standard.bti"
"world a bouy.tga",,"32","32","2","Binary","792","0","232","22.656","22.656","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\world a bouy.bti"
"infantry n ulfsark scout.tga",,"64","64","40","MultiValue","3009","153","934","26.538","22.803","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark scout.bti"
"villager x female hero.tga",,"64","64","3","MultiValue","3131","31","934","23.56","22.803","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager x female hero.bti"
"villager x female.tga",,"64","64","3","MultiValue","3131","31","934","23.56","22.803","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\villager x female.bti"
"hero x ajax.tga",,"64","64","3","MultiValue","3142","10","944","23.291","23.047","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero x ajax.bti"
"hero g belerophon.tga",,"64","64","2","Binary","3151","0","945","23.071","23.071","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\hero g belerophon.bti"
"cavalry g hetairoi iron.tga",,"64","64","3","MultiValue","3103","27","966","24.243","23.584","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g hetairoi iron.bti"
"siege c fire lance bronze.tga",,"64","64","99","MultiValue","2626","477","993","35.889","24.243","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance bronze.bti"
"siege c fire lance.tga",,"64","64","100","MultiValue","2632","471","993","35.742","24.243","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\siege c fire lance.bti"
"archer g toxotes iron.tga",,"64","64","3","MultiValue","3080","21","995","24.805","24.292","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes iron.bti"
"butterfly.tga",,"32","32","3","MultiValue","735","37","252","28.223","24.609","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\butterfly.bti"
"cine n hersir.tga",,"256","256","3","MultiValue","49322","59","16155","24.741","24.651","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine n hersir.bti"
"scenario g chiron map.tga",,"64","64","3","MultiValue","3022","60","1014","26.221","24.756","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g chiron map.bti"
"cine n ulfsark.tga",,"256","256","3","MultiValue","49212","76","16248","24.908","24.792","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\cine n ulfsark.bti"
"infantry e axeman bronze.tga",,"64","64","3","MultiValue","3064","15","1017","25.195","24.829","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman bronze.bti"
"infantry e axeman iron.tga",,"64","64","3","MultiValue","3063","15","1018","25.22","24.854","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman iron.bti"
"infantry e axeman copper.tga",,"64","64","3","MultiValue","3058","15","1023","25.342","24.976","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman copper.bti"
"world a waypoint flag.tga",,"128","64","2","Binary","6144","0","2048","25","25","10-25%","D:\AI_upscaling\AoMEE\extracted\textures\world a waypoint flag.bti"
"special e pharaoh head.tga",,"64","32","3","MultiValue","1470","60","518","28.223","25.293","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\special e pharaoh head.bti"
"scenario g arkantos man map.tga",,"128","128","3","MultiValue","12145","43","4196","25.873","25.61","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g arkantos man map.bti"
"archer g peltast low bronze.tga",,"32","32","3","MultiValue","736","22","266","28.125","25.977","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast low bronze.bti"
"archer g peltast low iron.tga",,"32","32","3","MultiValue","736","22","266","28.125","25.977","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast low iron.bti"
"hero n hero.tga",,"128","128","3","MultiValue","12057","27","4300","26.41","26.245","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero n hero.bti"
"hero n hersir.tga",,"128","128","3","MultiValue","12057","27","4300","26.41","26.245","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero n hersir.bti"
"infantry e khopesh standard.tga",,"64","64","45","MultiValue","2843","174","1079","30.591","26.343","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh standard.bti"
"cavalry c scout head bronze.tga",,"32","32","31","MultiValue","665","85","274","35.059","26.758","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout head bronze.bti"
"cavalry c scout head copper.tga",,"32","32","31","MultiValue","665","85","274","35.059","26.758","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout head copper.bti"
"cavalry c scout head iron.tga",,"32","32","31","MultiValue","665","85","274","35.059","26.758","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout head iron.bti"
"cavalry c scout head standard.tga",,"32","32","31","MultiValue","665","85","274","35.059","26.758","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout head standard.bti"
"cavalry n raiding cavalry bronze.tga",,"64","64","3","MultiValue","2989","5","1102","27.026","26.904","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n raiding cavalry bronze.bti"
"cavalry n raiding cavalry copper.tga",,"64","64","3","MultiValue","2989","5","1102","27.026","26.904","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n raiding cavalry copper.bti"
"cavalry n raiding cavalry iron.tga",,"64","64","3","MultiValue","2989","5","1102","27.026","26.904","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n raiding cavalry iron.bti"
"cavalry n raiding cavalry standard.tga",,"64","64","3","MultiValue","2989","5","1102","27.026","26.904","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry n raiding cavalry standard.bti"
"infantry c halberdier bronze.tga",,"64","64","108","MultiValue","2282","686","1128","44.287","27.539","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier bronze.bti"
"scenario g arkantos map.tga",,"128","128","3","MultiValue","11800","53","4531","27.979","27.655","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g arkantos map.bti"
"infantry e khopesh iron.tga",,"64","64","92","MultiValue","2429","528","1139","40.698","27.808","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh iron.bti"
"hero n ragnorok male.tga",,"64","64","3","MultiValue","2945","11","1140","28.101","27.832","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero n ragnorok male.bti"
"villager n male standard.tga",,"64","64","3","MultiValue","2945","11","1140","28.101","27.832","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\villager n male standard.bti"
"archer g peltast bronze.tga",,"64","64","3","MultiValue","2927","22","1147","28.54","28.003","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast bronze.bti"
"mu x servant of oceanus map.tga",,"128","128","3","MultiValue","11673","114","4597","28.754","28.058","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\mu x servant of oceanus map.bti"
"hero n hero low.tga",,"64","64","2","Binary","2946","0","1150","28.076","28.076","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero n hero low.bti"
"special e anubite iron.tga",,"128","128","3","MultiValue","11703","78","4603","28.571","28.094","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\special e anubite iron.bti"
"mu x atlantean manowar map.tga",,"128","128","3","MultiValue","10962","804","4618","33.093","28.186","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\mu x atlantean manowar map.bti"
"sfx e son of osiris head.tga",,"32","32","3","MultiValue","691","44","289","32.52","28.223","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\sfx e son of osiris head.bti"
"infantry e khopesh bronze.tga",,"64","64","89","MultiValue","2446","487","1163","40.283","28.394","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh bronze.bti"
"cavalry c scout copper.tga",,"64","64","84","MultiValue","2382","550","1164","41.846","28.418","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout copper.bti"
"infantry g myrmidon iron.tga",,"64","64","3","MultiValue","2874","42","1180","29.834","28.809","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g myrmidon iron.bti"
"special e anubite.tga",,"128","128","3","MultiValue","11577","84","4723","29.34","28.827","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\special e anubite.bti"
"cavalry e chariot horse map.tga",,"128","128","2","Binary","11651","0","4733","28.888","28.888","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e chariot horse map.bti"
"hero g jason shield.tga",,"64","32","3","MultiValue","1436","20","592","29.883","28.906","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero g jason shield.bti"
"archer n throwing axeman bronze.tga",,"64","64","3","MultiValue","2829","77","1190","30.933","29.053","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman bronze.bti"
"hero g hercules.tga",,"64","64","3","MultiValue","2894","11","1191","29.346","29.077","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero g hercules.bti"
"forkboy map.tga",,"128","128","3","MultiValue","11474","102","4808","29.968","29.346","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\forkboy map.bti"
"archer g toxotes copper.tga",,"64","64","3","MultiValue","2850","42","1204","30.42","29.395","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes copper.bti"
"cavalry g prodromos bronze.tga",,"64","64","3","MultiValue","2880","10","1206","29.688","29.443","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos bronze.bti"
"cavalry g prodromos copper.tga",,"64","64","3","MultiValue","2880","10","1206","29.688","29.443","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos copper.bti"
"cavalry g prodromos iron.tga",,"64","64","3","MultiValue","2880","10","1206","29.688","29.443","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos iron.bti"
"cavalry e chariot archer iron.tga",,"256","256","3","MultiValue","46097","70","19369","29.662","29.555","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e chariot archer iron.bti"
"scenario g skult map.tga",,"64","64","3","MultiValue","2837","44","1215","30.737","29.663","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g skult map.bti"
"cavalry e camelry bronze.tga",,"64","64","3","MultiValue","2838","37","1221","30.713","29.81","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry bronze.bti"
"cavalry e chariot archer bronze.tga",,"256","256","3","MultiValue","45914","65","19557","29.941","29.842","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e chariot archer bronze.bti"
"hero c immortal.tga",,"64","64","70","MultiValue","2439","429","1228","40.454","29.98","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero c immortal.bti"
"cavalry e camelry iron.tga",,"64","64","3","MultiValue","2851","16","1229","30.396","30.005","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry iron.bti"
"infantry e spearman standard.tga",,"64","64","3","MultiValue","2839","5","1252","30.688","30.566","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman standard.bti"
"infantry e spearman copper.tga",,"64","64","3","MultiValue","2818","5","1273","31.201","31.079","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman copper.bti"
"cavalry x javelin copper.tga",,"64","64","2","Binary","2822","0","1274","31.104","31.104","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin copper.bti"
"cavalry x javelin standard.tga",,"64","64","2","Binary","2822","0","1274","31.104","31.104","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry x javelin standard.bti"
"infantry e spearman bronze.tga",,"64","64","3","MultiValue","2816","5","1275","31.25","31.128","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman bronze.bti"
"archer g peltast low copper.tga",,"32","32","2","Binary","703","0","321","31.348","31.348","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast low copper.bti"
"mu x oracle.tga",,"64","64","3","MultiValue","2765","43","1288","32.495","31.445","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\mu x oracle.bti"
"villager g atlantean male.tga",,"64","64","3","MultiValue","2732","69","1295","33.301","31.616","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\villager g atlantean male.bti"
"sfx e son of osiris.tga",,"64","64","3","MultiValue","2775","22","1299","32.251","31.714","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\sfx e son of osiris.bti"
"archer e slinger standard.tga",,"64","64","3","MultiValue","2743","48","1305","33.032","31.86","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger standard.bti"
"archer n throwing axeman copper.tga",,"64","64","3","MultiValue","2711","66","1319","33.813","32.202","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman copper.bti"
"infantry g hypaspist copper.tga",,"64","64","3","MultiValue","2732","27","1337","33.301","32.642","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist copper.bti"
"infantry g hypaspist bronze.tga",,"64","64","3","MultiValue","2724","27","1345","33.496","32.837","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist bronze.bti"
"infantry g hypaspist iron.tga",,"64","64","3","MultiValue","2724","27","1345","33.496","32.837","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist iron.bti"
"special c earth dragon.tga",,"256","256","243","MultiValue","40836","2725","21975","37.689","33.531","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\special c earth dragon.bti"
"cavalry c cataphract standard.tga",,"64","64","96","MultiValue","2223","499","1374","45.728","33.545","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c cataphract standard.bti"
"infantry c halberdier copper.tga",,"64","64","95","MultiValue","2126","590","1380","48.096","33.691","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier copper.bti"
"archer g peltast head bronze.tga",,"32","32","3","MultiValue","654","21","349","36.133","34.082","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast head bronze.bti"
"archer g peltast head copper.tga",,"32","32","3","MultiValue","654","21","349","36.133","34.082","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast head copper.bti"
"archer g peltast head iron.tga",,"32","32","3","MultiValue","654","21","349","36.133","34.082","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast head iron.bti"
"archer g peltast head standard.tga",,"32","32","3","MultiValue","654","21","349","36.133","34.082","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast head standard.bti"
"cavalry e chariot archer copper.tga",,"256","256","3","MultiValue","42914","59","22563","34.518","34.428","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e chariot archer copper.bti"
"archer g toxotes standard.tga",,"64","64","3","MultiValue","2620","44","1432","36.035","34.961","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g toxotes standard.bti"
"hero g jason standard.tga",,"64","64","3","MultiValue","2599","64","1433","36.548","34.985","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\hero g jason standard.bti"
"cavalry e camelry standard.tga",,"64","64","3","MultiValue","2631","15","1450","35.767","35.4","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry standard.bti"
"attachments c flag naval.tga",,"64","32","14","MultiValue","856","465","727","58.203","35.498","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\attachments c flag naval.bti"
"cine g old man map.tga",,"256","256","3","MultiValue","41887","170","23479","36.086","35.826","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cine g old man map.bti"
"special g hippocampus.tga",,"128","128","3","MultiValue","10360","69","5955","36.768","36.346","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\special g hippocampus.bti"
"infantry n ulfsark bronze.tga",,"64","64","3","MultiValue","2592","10","1494","36.719","36.475","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark bronze.bti"
"infantry n ulfsark copper.tga",,"64","64","3","MultiValue","2592","10","1494","36.719","36.475","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark copper.bti"
"infantry n ulfsark iron.tga",,"64","64","3","MultiValue","2592","10","1494","36.719","36.475","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark iron.bti"
"infantry n ulfsark standard.tga",,"64","64","3","MultiValue","2592","10","1494","36.719","36.475","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry n ulfsark standard.bti"
"cavalry c charioteer iron.tga",,"256","256","194","MultiValue","39127","2050","24359","40.297","37.169","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c charioteer iron.bti"
"infantry e khopesh copper.tga",,"64","64","126","MultiValue","1748","825","1523","57.324","37.183","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh copper.bti"
"archer c crossbowman bowstring.tga",,"32","4","8","MultiValue","44","36","48","65.625","37.5","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer c crossbowman bowstring.bti"
"cavalry c charioteer bronze.tga",,"256","256","188","MultiValue","37844","2184","25508","42.255","38.922","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c charioteer bronze.bti"
"villager c male standard.tga",,"64","64","35","MultiValue","2388","103","1605","41.699","39.185","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\villager c male standard.bti"
"archer g peltast copper.tga",,"64","64","3","MultiValue","2434","16","1646","40.576","40.186","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast copper.bti"
"infantry c halberdier standard.tga",,"64","64","88","MultiValue","1561","833","1702","61.89","41.553","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry c halberdier standard.bti"
"infantry g hypaspist standard.tga",,"64","64","3","MultiValue","2379","11","1706","41.919","41.65","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hypaspist standard.bti"
"villager g male standard.tga",,"64","64","3","MultiValue","2298","48","1750","43.896","42.725","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\villager g male standard.bti"
"sfx c earth dragon hole.tga",,"256","256","256","MultiValue","7373","29931","28232","88.75","43.079","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\sfx c earth dragon hole.bti"
"cavalry c scout standard.tga",,"64","64","106","MultiValue","1500","814","1782","63.379","43.506","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c scout standard.bti"
"cavalry e camelry copper.tga",,"64","64","3","MultiValue","2284","15","1797","44.238","43.872","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry e camelry copper.bti"
"waypoint.tga",,"64","64","3","MultiValue","2223","54","1819","45.728","44.409","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\waypoint.bti"
"cine c zhi.tga",,"256","256","254","MultiValue","31718","4510","29308","51.602","44.72","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\cine c zhi.bti"
"world a underworld crator.tga",,"256","256","256","MultiValue","8284","27772","29480","87.36","44.983","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\world a underworld crator.bti"
"infantry e axeman standard.tga",,"64","64","3","MultiValue","2212","16","1868","45.996","45.605","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman standard.bti"
"world g garrison flag.tga",,"64","32","2","Binary","1076","0","972","47.461","47.461","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\world g garrison flag.bti"
"villager e female.tga",,"64","64","3","MultiValue","2078","11","2007","49.268","48.999","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\villager e female.bti"
"infantry e khopesh head bronze.tga",,"64","32","2","Binary","1031","0","1017","49.658","49.658","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh head bronze.bti"
"infantry e khopesh head copper.tga",,"64","32","2","Binary","1031","0","1017","49.658","49.658","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh head copper.bti"
"infantry e khopesh head iron.tga",,"64","32","2","Binary","1031","0","1017","49.658","49.658","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh head iron.bti"
"infantry e khopesh head standard.tga",,"64","32","2","Binary","1031","0","1017","49.658","49.658","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e khopesh head standard.bti"
"low infantry g normal head bronze.tga",,"32","16","2","Binary","256","0","256","50","50","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\low infantry g normal head bronze.bti"
"low infantry g normal head copper.tga",,"32","16","2","Binary","256","0","256","50","50","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\low infantry g normal head copper.bti"
"low infantry g normal head iron.tga",,"32","16","2","Binary","256","0","256","50","50","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\low infantry g normal head iron.bti"
"low infantry g normal head standard.tga",,"32","16","2","Binary","256","0","256","50","50","25-50%","D:\AI_upscaling\AoMEE\extracted\textures\low infantry g normal head standard.bti"
"villager c female.tga",,"256","256","145","MultiValue","32135","622","32779","50.966","50.017","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\villager c female.bti"
"cavalry c charioteer standard.tga",,"256","256","190","MultiValue","30320","2059","33157","53.735","50.594","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry c charioteer standard.bti"
"infantry g militia.tga",,"64","64","3","MultiValue","1907","53","2136","53.442","52.148","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g militia.bti"
"scenario e great box camel.tga",,"256","256","3","MultiValue","30380","585","34571","53.644","52.751","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\scenario e great box camel.bti"
"villager g female.tga",,"64","64","3","MultiValue","1889","43","2164","53.882","52.832","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\villager g female.bti"
"archer n throwing axeman standard.tga",,"64","64","3","MultiValue","1923","5","2168","53.052","52.93","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\archer n throwing axeman standard.bti"
"archer g peltast standard.tga",,"64","64","3","MultiValue","1873","22","2201","54.272","53.735","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\archer g peltast standard.bti"
"building g titan gate map.tga",,"256","256","3","MultiValue","26951","643","37942","58.876","57.895","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\building g titan gate map.bti"
"special c jiangshi.tga",,"128","128","81","MultiValue","5900","996","9488","63.989","57.91","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\special c jiangshi.bti"
"cavalry g prodromos standard.tga",,"64","64","3","MultiValue","1500","11","2585","63.379","63.11","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\cavalry g prodromos standard.bti"
"scenario g odysseus map.tga",,"64","64","3","MultiValue","1389","42","2665","66.089","65.063","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g odysseus map.bti"
"scenario c zhi.tga",,"128","128","77","MultiValue","3885","1742","10757","76.288","65.656","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\scenario c zhi.bti"
"scenario g old man map.tga",,"64","64","3","MultiValue","1396","10","2690","65.918","65.674","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\scenario g old man map.bti"
"hero c general flag alpha.tga",,"32","32","4","MultiValue","320","31","673","68.75","65.723","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\hero c general flag alpha.bti"
"special g medusa map.tga",,"64","64","3","MultiValue","1374","27","2695","66.455","65.796","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\special g medusa map.bti"
"world n garrison flag.tga",,"64","32","3","MultiValue","675","11","1362","67.041","66.504","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\world n garrison flag.bti"
"world e garrison flag.tga",,"64","32","3","MultiValue","650","21","1377","68.262","67.236","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\world e garrison flag.bti"
"special g medusa.tga",,"128","128","3","MultiValue","5079","175","11130","69","67.932","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\special g medusa.bti"
"naval n utility map.tga",,"256","256","3","MultiValue","20476","54","45006","68.756","68.674","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\naval n utility map.bti"
"special e wadjet.tga",,"128","128","3","MultiValue","4712","286","11386","71.24","69.495","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\special e wadjet.bti"
"infantry e spearman map.tga",,"64","64","3","MultiValue","1185","53","2858","71.069","69.775","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e spearman map.bti"
"siege g petrobolos tire low.tga",,"16","16","2","Binary","75","0","181","70.703","70.703","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\siege g petrobolos tire low.bti"
"naval g all wrecked.tga",,"256","256","3","MultiValue","16628","181","48727","74.628","74.352","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\naval g all wrecked.bti"
"naval g all.tga",,"256","256","3","MultiValue","16628","181","48727","74.628","74.352","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\naval g all.bti"
"scenario n thors hammer cart.tga",,"128","64","3","MultiValue","1946","148","6098","76.245","74.438","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\scenario n thors hammer cart.bti"
"infantry e axeman map.tga",,"64","64","3","MultiValue","999","42","3055","75.61","74.585","50-75%","D:\AI_upscaling\AoMEE\extracted\textures\infantry e axeman map.bti"
"naval e all.tga",,"256","256","3","MultiValue","15499","543","49494","76.35","75.522","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\naval e all.bti"
"siege n catapult map.tga",,"256","256","3","MultiValue","15681","162","49693","76.073","75.826","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\siege n catapult map.bti"
"archer e slinger map.tga",,"64","64","3","MultiValue","972","16","3108","76.27","75.879","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\archer e slinger map.bti"
"naval x all.tga",,"256","256","3","MultiValue","15504","281","49751","76.343","75.914","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\naval x all.bti"
"infantry g hoplite map_01.tga",,"64","64","3","MultiValue","894","64","3138","78.174","76.611","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite map_01.bti"
"infantry g hoplite map_02.tga",,"64","64","3","MultiValue","894","64","3138","78.174","76.611","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite map_02.bti"
"infantry g hoplite map_03.tga",,"64","64","3","MultiValue","894","64","3138","78.174","76.611","75-100%","D:\AI_upscaling\AoMEE\extracted\textures\infantry g hoplite map_03.bti"
