LogicalTGA,SourceClass,ActualPath,Exists,DecodeOK,ActualWidth,ActualHeight,ExpectedWidth,ExpectedHeight,ActualSizeBytes,ExpectedFileSizeKB,SizeOK,DimensionsOK,Status,Error
textures/icons/improvement mail of orichalkos icons 32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mail of orichalkos icons 32.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement mail of orichalkos icons 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mail of orichalkos icons 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement masons icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement masons icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement masons icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement masons icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium archer icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium archer icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium archer icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium archer icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium axemen icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium axemen icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium axemen icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium axemen icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium barracks icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium barracks icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium cavalry icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium cavalry icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium cavalry icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium cavalry icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium infantry icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium infantry icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium infantry icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium infantry icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium khopesh icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium khopesh icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium slinger icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium slinger icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium slinger icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium slinger icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium spearmen icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium spearmen icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medium spearmen icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medium spearmen icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement medjay icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement medjay icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement meteoric iron mail icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement meteoric iron mail icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement meteoric iron mail icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement meteoric iron mail icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement milkstones icons 32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement milkstones icons 32.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement milkstones icons 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement milkstones icons 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement mithril breastplate icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mithril breastplate icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement mithril breastplate icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mithril breastplate icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement monsterous rage icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement monsterous rage icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement monsterous rage icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement monsterous rage icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement murder holes icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement murder holes icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement murder holes icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement murder holes icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement mythic rejuvenation icons 32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mythic rejuvenation icons 32.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement mythic rejuvenation icons 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement mythic rejuvenation icons 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement naval oxybeles icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement naval oxybeles icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement naval oxybeles icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement naval oxybeles icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement necropolis icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement necropolis icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement necropolis icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement necropolis icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement nephthys icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement nephthys icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement new kingdom icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement new kingdom icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement new kingdom icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement new kingdom icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement nezhas defeat icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement nezhas defeat icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement njord icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement njord icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement olympic patronage icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement olympic patronage icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement olympic patronage icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement olympic patronage icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement omniscience icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement omniscience icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement omniscience icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement omniscience icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement oracle bone script icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement oracle bone script icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement oracle icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement oracle icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement oracle icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement oracle icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement orichalkos wall icons 128.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement orichalkos wall icons 128.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement orichalkos wall icons 32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement orichalkos wall icons 32.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement orichalkos wall icons 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement orichalkos wall icons 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement osiris icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement osiris icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement paper talisman icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement paper talisman icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement patrol icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement patrol icon.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement petrified icons 32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement petrified icons 32.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement petrified icons 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement petrified icons 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement phobos spear of panic icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement phobos spear of panic icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement phobos spear of panic icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement phobos spear of panic icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement pickaxe icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pickaxe icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement pickaxe icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pickaxe icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement pig sticker icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pig sticker icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement pig sticker icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pig sticker icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement pillar of the ocean icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement pillar of the ocean icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement plow icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement plow icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement plow icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement plow icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement poseidons secret icons 32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement poseidons secret icons 32.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement poseidons secret icons 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement poseidons secret icons 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement ptah icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement ptah icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement purse seine icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement purse seine icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement purse seine icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement purse seine icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement quarry icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement quarry icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement quarry icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement quarry icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement ram of the wind icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement ram of the wind icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement ram of the wind icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement ram of the wind icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement rammed earth icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rammed earth icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement rampage icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rampage icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement rampage icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rampage icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement reinforced hull icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement reinforced hull icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement reinforced ram icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement reinforced ram icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement rheias gift icons 32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rheias gift icons 32.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement rheias gift icons 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rheias gift icons 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement rime icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rime icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement rime icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement rime icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement ring giver icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement ring giver icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement ring giver icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement ring giver icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement roar of orthus icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement roar of orthus icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement roar of orthus icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement roar of orthus icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement sacred cats icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement sacred cats icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement sacred cats icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement sacred cats icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement sacrifices icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement sacrifices icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement safe passage icons 32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement safe passage icons 32.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement safe passage icons 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement safe passage icons 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement safeguard icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement safeguard icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement safeguard icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement safeguard icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement salt amphora icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement salt amphora icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement salt amphora icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement salt amphora icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement sarissa icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement sarissa icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement sarissa icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement sarissa icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement scalloped axe icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement scalloped axe icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement scalloped axe icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement scalloped axe icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement secrets of the titans icons 32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement secrets of the titans icons 32.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement secrets of the titans icons 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement secrets of the titans icons 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement seed of gaia icons 32.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement seed of gaia icons 32.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement seed of gaia icons 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement seed of gaia icons 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement sekhmet icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement sekhmet icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement sentry tower icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement sentry tower icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement sentry tower icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement sentry tower icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement serpent spear icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement serpent spear icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement serpent spear icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement serpent spear icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement shaduf icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement shaduf icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement shaduf icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement shaduf icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement shaft mine icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement shaft mine icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement shaft mine icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement shaft mine icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement shafts of plague icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement shafts of plague icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement shafts of plague icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement shafts of plague icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement signal fires icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement signal fires icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement signal fires icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement signal fires icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement skin of rhino icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement skin of rhino icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement skin of the rhino icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement skin of the rhino icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement slings of the sun icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement slings of the sun icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement slings of the sun icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement slings of the sun icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement sons of sleipnir icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement sons of sleipnir icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement sons of sleipnir icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement sons of sleipnir icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement spear on the horizon icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement spear on the horizon icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement spear on the horizon icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement spear on the horizon icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement spirit of maat icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement spirit of maat icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement spirit of maat icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement spirit of maat icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement spirited charge icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement spirited charge icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement spirited charge icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement spirited charge icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement stirrup icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement stirrup icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement stone armor icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement stone armor icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement stone wall icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement stone wall icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement stone wall icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement stone wall icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement stones of red linen icon 64.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement stones of red linen icon 64.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/icons/improvement stones of red linen icon.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\icons\improvement stones of red linen icon.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
