LogicalTGA,SourceClass,ActualPath,Exists,DecodeOK,ActualWidth,ActualHeight,ExpectedWidth,ExpectedHeight,ActualSizeBytes,ExpectedFileSizeKB,SizeOK,DimensionsOK,Status,Error
textures/building c wonder city walls.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building c wonder city walls.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building c wonder palace floor.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building c wonder palace floor.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building c wonder palace roof.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building c wonder palace roof.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building c wonder palace shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building c wonder palace shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building c wonder palace walls.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building c wonder palace walls.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building c wonder temple shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building c wonder temple shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building c wonder temple.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building c wonder temple.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building construction 3x3 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction 3x3 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction 5x2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction 5x2.tga,True,True,32,64,32,64,8210,8.0,False,True,FAIL,file size mismatch; 
textures/building construction armory shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction armory shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction connectorwalla shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction connectorwalla shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction guild shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction guild shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction large shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction large shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction longwalla shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction longwalla shadow.tga,True,True,128,32,128,32,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction manor shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction manor shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction medium shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction medium shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction small shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction small shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction sp shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction sp shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction specialist shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction specialist shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction xlarge shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction xlarge shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction xsmall shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction xsmall shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building construction.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building construction.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building destruction egypt.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building destruction egypt.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building destruction greek.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building destruction greek.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building destruction norse.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building destruction norse.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e academy shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e academy shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e age1 accessories.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age1 accessories.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e age1.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age1.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e age2 accessories burnt.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age2 accessories burnt.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e age2 accessories.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age2 accessories.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e age2 burnt.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age2 burnt.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e age2 wall.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age2 wall.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e age2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age2.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e age3 accessories.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age3 accessories.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e age3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e age3a accessories.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age3a accessories.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e age4 accessories.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age4 accessories.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e age4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e age4roof.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e age4roof.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e archery range age2 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e archery range age2 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e archery range shadow age2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e archery range shadow age2.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e archery range shadow age3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e archery range shadow age3.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e archery range shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e archery range shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e armory shadow age2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e armory shadow age2.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e armory shadow age3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e armory shadow age3.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e armory shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e armory shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e ballista tower shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e ballista tower shadow.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e barracks age1 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e barracks age1 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e barracks age2 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e barracks age2 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e barracks age3 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e barracks age3 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e barracks age4 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e barracks age4 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e barracks shadow age2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e barracks shadow age2.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e barracks shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e barracks shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e charioteria age3 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e charioteria age3 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e constructiontemple.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e constructiontemple.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e dock age1 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e dock age1 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e dock boat.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e dock boat.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e fortress accessories.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e fortress accessories.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e fortress accessories02.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e fortress accessories02.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e fortress age3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e fortress age3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e fortress shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e fortress shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e fortress.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e fortress.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e gate shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e gate shadow.tga,True,True,64,16,64,16,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e granary shadow age2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e granary shadow age2.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e granary shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e granary shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e guard tower shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e guard tower shadow.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e house a shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e house a shadow.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e house b shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e house b shadow.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e housea shadow age1.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e housea shadow age1.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e housea shadow age2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e housea shadow age2.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e housea shadow age3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e housea shadow age3.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e housea shadow age4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e housea shadow age4.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e houseb shadow age1.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e houseb shadow age1.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e houseb shadow age2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e houseb shadow age2.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e houseb shadow age3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e houseb shadow age3.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e houseb shadow age4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e houseb shadow age4.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e housec shadow age1.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e housec shadow age1.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e housec shadow age2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e housec shadow age2.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e housec shadow age3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e housec shadow age3.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e housec shadow age4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e housec shadow age4.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e isis wonder con2 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e isis wonder con2 shadow.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e isis wonder con3 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e isis wonder con3 shadow.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e isis wonder shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e isis wonder shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e isis wonder01.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e isis wonder01.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e isis wonder02.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e isis wonder02.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e isis wonder03.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e isis wonder03.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e lighthouse fence.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e lighthouse fence.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e lighthouse shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e lighthouse shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e lighthouse.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e lighthouse.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e lumbercamp age1 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e lumbercamp age1 shadow.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e lumbercamp age2 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e lumbercamp age2 shadow.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e lumbercamp age3 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e lumbercamp age3 shadow.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e lumbercamp shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e lumbercamp shadow.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e market age2 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e market age2 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e market age3 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e market age3 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e market age4 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e market age4 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e market shadow age2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e market shadow age2.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e market shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e market shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e mining camp shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e mining camp shadow.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e misc b shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e misc b shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e monument platforms.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument platforms.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e monument shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument shadow.tga,True,True,32,64,32,64,8210,8.0,False,True,FAIL,file size mismatch; 
textures/building e monument1 lp.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument1 lp.tga,True,True,64,128,64,128,32786,32.0,False,True,FAIL,file size mismatch; 
textures/building e monument1.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument1.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e monument2 lp.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument2 lp.tga,True,True,64,128,64,128,32786,32.0,False,True,FAIL,file size mismatch; 
textures/building e monument2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument2.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e monument3 lp.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument3 lp.tga,True,True,64,128,64,128,32786,32.0,False,True,FAIL,file size mismatch; 
textures/building e monument3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument3.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e monument4 lp.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument4 lp.tga,True,True,64,128,64,128,32786,32.0,False,True,FAIL,file size mismatch; 
textures/building e monument4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e monument4dood.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument4dood.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e monument5 isis lp.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument5 isis lp.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e monument5 isis.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument5 isis.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e monument5 ra lp.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument5 ra lp.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e monument5 ra.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument5 ra.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e monument5 set lp.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument5 set lp.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e monument5 set.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument5 set.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e monument5.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e monument5.tga,True,True,32,32,32,32,4114,4.0,False,True,FAIL,file size mismatch; 
textures/building e obelisk.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e obelisk.tga,True,True,256,128,256,128,131090,128.0,False,True,FAIL,file size mismatch; 
textures/building e osiris pyramid dead.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e osiris pyramid dead.tga,True,True,512,512,512,512,1048594,1024.0,False,True,FAIL,file size mismatch; 
textures/building e osiris pyramid shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e osiris pyramid shadow.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e osiris pyramid.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e osiris pyramid.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e outpost.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e outpost.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e props.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e props.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e pyramid shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e pyramid shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e pyramid.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e pyramid.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e ra wonder con2 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e ra wonder con2 shadow.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e ra wonder con3 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e ra wonder con3 shadow.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e ra wonder shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e ra wonder shadow.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e ra wonder01.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e ra wonder01.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e ra wonder02.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e ra wonder02.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e set wonder con2 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e set wonder con2 shadow.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e set wonder con3 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e set wonder con3 shadow.tga,True,True,128,128,128,128,65554,64.0,False,True,FAIL,file size mismatch; 
textures/building e set wonder shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e set wonder shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e set wonder01.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e set wonder01.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e set wonder02.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e set wonder02.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e set wonder03.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e set wonder03.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e settlement age1 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e settlement age1 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e settlement age1.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e settlement age1.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e settlement age2 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e settlement age2 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e settlement age2.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e settlement age2.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e settlement age3 fortified shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e settlement age3 fortified shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e settlement age3 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e settlement age3 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e settlement age3.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e settlement age3.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e settlement age4 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e settlement age4 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e settlement age4.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e settlement age4.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e settlement02 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e settlement02 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e settlement03 shadow.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e settlement03 shadow.tga,True,True,64,64,64,64,16402,16.0,False,True,FAIL,file size mismatch; 
textures/building e shared01 2 map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e shared01 2 map.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
textures/building e shared01 3 map.tga,normal,D:\AI_upscaling\AoMEE\extracted\textures\building e shared01 3 map.tga,True,True,256,256,256,256,262162,256.0,False,True,FAIL,file size mismatch; 
