relative_path,source_width,source_height,output_width,output_height,dimension_ok,alpha_ok,output_decode_ok,source_rgba_sha256,output_rgba_sha256,error
textures/scenario a gate ram20.tga,256,256,1024,1024,True,True,True,8828244e8c01f5510a2fa79e0e3cfad5039b0d3a83292784564cf46bd971c5ba,48bb8a93022172d379a2605723748ed9d26182cedc515f269bead8249e0d39a0,
textures/scenario a gate ram40.tga,256,256,1024,1024,True,True,True,2a8013ff2f2fff332b0e3e6136ad1c84c9198325c58ca62e926fcc8dda7fffc6,2d13fc609fe54483dd27960f3b0ba1537e478771e27a56652e322b8fb1bd72f5,
textures/scenario a gate ram60.tga,256,256,1024,1024,True,True,True,70366f1f8ac14b0404bff265a773904fefa23123b9c0ffe3ac1e16037d892801,f8a91e741306284c5e71fc66a4b4e91c86bb9949c1f648d0cb192cdb86ea174c,
textures/scenario a gate ram80.tga,256,256,1024,1024,True,True,True,4b91f5232ccd57afea9f8df3a282b1873e37a99ef6f577eb2b77f7b0d94225d7,abdae51e0671af5f6d30c172b5e41b7937a1ca724db845778a42ac6448f146bb,
textures/scenario a pit attachments.tga,256,128,1024,512,True,True,True,d797ecdbc7e797e4be3f553990ab27f96e36514ea35b3b87fe64cd96a91de2a2,dda000d11c1a4f25195d1ead59594d14f1ef92d1e9bd380a1f23004307be076a,
textures/scenario a pit cliff.tga,256,256,1024,1024,True,True,True,f337a8a7e318a92f095efdbf9569bc9c2758dc20c4fe4bbc3974167ac0533e3f,628cfb609fb4584ff7395e854a62af98864e29f324a831d2c27f4c9b886e4dc5,
textures/scenario a pit edge.tga,128,64,512,256,True,True,True,9c6aa749f6a23db4405a97e927ce7faacb672b2bd30b4f443ee2836ad7263511,8047f8033b28a565dbed0433d03abb249313d3f9629518253c7d2059f06f6495,
textures/scenario a pit tile cracky edge.tga,128,16,512,64,True,True,True,cf352b99721255e7ae23ab2c65c9727d66323d94a6342b73470f6fc2790ae42c,a96b2f209cc12dc9a4de17f29829f2dfba489d77591f39c4001d2cddb514b1f8,
textures/scenario a pit.tga,256,256,1024,1024,True,True,True,073969a8b5045d2f7220055b4add8dd4ad659e2f82b8262a0d09cf43de855a85,8585d88a59c8fc88dbe15df87c7f6fcdb441d03d4add6020f051945d5f1bff76,
textures/scenario a tartarus door cliff.tga,256,256,1024,1024,True,True,True,1ea35ebff8b0eb1efbf1dea0177c6a8673eb9abfa50afd7d90d90b751f07f41f,00607c7eee22d9c42089ada661e37dc293d9913395eadff3640a9b2e7afff290,
textures/scenario a tartarus door cracked a.tga,256,256,1024,1024,True,True,True,a26c3e247b0aa89c0f967d069c6e6001084cb6df78db9d4e46edbf25b5812e1a,1d4b9f6f907f7e4966d91d562ca417e0669b33db613e0a3dbf1cfb15ba461d7a,
textures/scenario a tartarus door cracked b.tga,256,256,1024,1024,True,True,True,32dbaca43d13201a9296d5ded75200d238fdbe06ab6d87828c5ca3541ff367d3,6fe87c785a5dd3140a742dcef9d293a9952ae830e942d6ef369b35352ba5e9a9,
textures/scenario a tartarus door.tga,256,256,1024,1024,True,True,True,ed581ce7ac9a72394651c21057abdfaaabfc3c7a3a6459d09dee8e5d1bf0abfa,31c5370606f963f5d45350c811e18e4e9bc43e90bedd872acc767c576e6ac1b5,
textures/scenario b amanra map.tga,64,64,256,256,True,True,True,c5692c2deecfbab201909fb878eac998f08ba8bff612c084133edd5f9255bb5d,b6aa7dd3e3d1cd6cc4cd0d0f23e7df92eaf29c677858afb8b9c92d41de7bbad7,
textures/scenario b amanra swordshield map.tga,128,128,512,512,True,True,True,7211caf18f80de6451371cbafb5c1a5b65cc18c83caa7278c08f26340d020353,3bf272b0db62c1afa989ba76c49d486d71cd7888449116ac9e84a97874fc7e1a,
textures/scenario c danzhu head.tga,32,32,128,128,True,True,True,a05308f46756086741d091d8012b2df6d26ba5ee83ccc2c46853a38ec7274137,a8dc8cf4a95325fb339b4f8a28f95e580e13ee97bbdf7fe5e00fb12fae5f82a1,
textures/scenario c danzhu.tga,128,128,512,512,True,True,True,4be76560e2f7512890f44733d6f6dabd6b6548c0876a556527c86e066be6a008,3c63fc98ed1b84b390b22b08d5c8733349f31e42bd2e9bd03a8e337288b44863,
textures/scenario c gargarensis map.tga,128,128,512,512,True,True,True,afadb1b4721d2a191ee02b8cc79d697d9b0e5391c07b7eb83255a34e2efd1062,b3dcff8b4a6aae92bc54602dea28a9b8af2d0da049a912467e143a38dd3b3797,
textures/scenario c jiaolong head.tga,64,64,256,256,True,True,True,e6e399791b7273cc805e674d9f4c3f0a63734202b40e85f664182d269a7c27db,063efedd2952f4290235410a561c5acbfee0eec4a42c8bffc4b3791b98fc1040,
textures/scenario c jiaolong.tga,256,256,1024,1024,True,True,True,f0d61d5da0a0c6eaeece9193ec9abbf2c6b79ae3ea67083a86ed0f0d4ba01843,340ba96b601d79486c206211e8a265a9afa99e54fbe11ce96010f742e438dc15,
textures/scenario c kamos blade.tga,16,32,64,128,True,True,True,916920d05b17f1401ee23bc229adcab697b2f66c78a00a4af9a50c376ae11c9f,23bd4f6bceb732d622d233da98cc0bf4fb2320f71e29f9474caf8e0cd652e32e,
textures/scenario c kamos corpse bodya.tga,32,32,128,128,True,True,True,fc98f50f01466e09ac47a9b2f22c86211e0733ad4792b7ddabbb37f5c5b2f9b2,704af4719a573a6b9859a3673677a56263d506176c5b560b68d8c8e101a1ef7b,
textures/scenario c kamos corpse skeletona.tga,32,32,128,128,True,True,True,13fd95250d25937f132b9f14d187cd4bcc0966012e2a28139d778bd534d983b4,3b0a6e2decc0f79ddc2a9da243e98a11e200088b51bf32c57121dafdfd90b0c5,
textures/scenario c kamos.tga,128,128,512,512,True,True,True,973e1b70fa5baf3c3f89f4529966fd1dcad5fdb4be3867f966d64d9d555d9ace,844183352a1585f9948c2163423ab4ec7875fecdc5bfecd88e5b591e48f31750,
textures/scenario c kamos2.tga,128,128,512,512,True,True,True,6f6be5a5deb1caa78256f9606518a46d83638d6c379a1d36fa7ffc0b9217455a,8c55e7c865d1e0a3edbba8a5516b28e264d5931db0add028c7162c3ae7e43554,
textures/scenario c shun head.tga,32,32,128,128,True,True,True,ab1962180fb6ef12366aeb33d479a1c51f39069e7e3e76cdfb97d7a2bf7192f5,84fa42f817787e30e18f968fa918e1f90a10143db1a3e156f269f880cccb7bf5,
textures/scenario c shun.tga,128,128,512,512,True,True,True,a61f80217ccef9521ad3c9fee73bba908dce3aee7da28d6dda0da532f050b444,4efb07a8d7eec9a181b87b9a4a7bbed065d5e454dec7ed93598f9d6ffdb29a20,
textures/scenario c zhi head.tga,64,64,256,256,True,True,True,82093de457d1e37d5820ea2f8fef6609fb44adeffb9b352861b2e2d9bcb53112,1af0c4f02b256d6d751438d3626330db1e649d48a36e92c10299970531c020e6,
textures/scenario c zhi.tga,128,128,512,512,True,True,True,2cb2ff4df2a206e933e4278bbb5f6c011a5a9f28224d6aef40172aebccc12cde,dcccef9df6efd8ece0a37828c7b45c7b870f340873e9b45c76d87e77eedca5d3,
textures/scenario e great box camel.tga,256,256,1024,1024,True,True,True,482f6d94fb7f1c01812b912fa3246e49ce49e09c5b7eddebc876d8c99f655654,5396b3d533f477b8826655d606f2c45adda1bafd57af42b2116be6ea49b6d85a,
textures/scenario e great box cart.tga,128,128,512,512,True,True,True,69d280965928c10b0b24dd0b435b811963e02c4008b726c40d497dfb1bdd7d01,7e3c0708a96896506e8e60f0f1ad0d8835dc1f6289f5b65d018802d76a797253,
textures/scenario e great box map.tga,256,256,1024,1024,True,True,True,338fe59873593105edc4aa33eb3000e435e478a0a5c1edd4e180f695210d54e6,429f6fedeab79bcd1a8b146c385ea1b1a75ae5f2d418b9d80c55923d813cf72c,
textures/scenario e great box.tga,256,256,1024,1024,True,True,True,835be333640cf0aac979bb87b35b54983c84fcb2ef72cc17de549ba238253eae,9cefd7a184dd4fe0cdc73c1ac4980140865fc6ed072da17634e3e473ddd2af38,
textures/scenario e guardian.tga,128,128,512,512,True,True,True,da654f55eee7564474437fb2a8a7cbe608200ef0044034021c4808089f432a02,379a43c585fb2eef08d2d7b64cb66d8b896ab46732b11ed9b0267f7115530e25,
textures/scenario e jail gates.tga,256,128,1024,512,True,True,True,7aa3ebe7294899df19af5223fb5dee8e26957a8770d6c3d397e43a7da227856a,46be0ca7c261d8aa1b5222b3fc9f298c860aca509b87b272622e3172c508147a,
textures/scenario e kemsyt.tga,128,128,512,512,True,True,True,7e8c45a88e3a0cacd23e3867608ff89c2f890f5869015f1e15c3813ec8552326,d1485004419bb94303c1992da75f608deef9174a25fcc6fdc961589d07234ef3,
textures/scenario e osiris.tga,256,256,1024,1024,True,True,True,a3a1336a69e820fbb9cc8148334529fb23e998a60106a7f1bff20230591c6fb8,e09070ab565762a7c61c20a7204860dc9104f334a6fbf645587a0e3442e7bb88,
textures/scenario e setna map.tga,64,64,256,256,True,True,True,a7a4a63227481441ab1043dd27e6578d0753efd02a04dc979c213052cfb20de5,460cd2bfcfc2f6c07c98f2f71e4db4df556a3a50a1e603b2c14db0b2b27cdf87,
textures/scenario e setna staff map.tga,16,16,64,64,True,True,True,523463fa39a6264ee9a4f577129af73bf1709782ff874180a796314efba9dbe5,300286407df3f191978ccd9d25a54ec8f4c94e6fac9df4fd27cd63b0221bd8e1,
textures/scenario e sword bearers corpse bodya.tga,32,64,128,256,True,True,True,539f2372d74b71af067f3e52f340419fcfe061827f381882cca391e4f3964ffe,8415b8a595f48cf15c2b0869df361077fc702fd4f9a9814a5683df330456ee8b,
textures/scenario e sword bearers corpse skeletona.tga,32,64,128,256,True,True,True,b89b8d7dd3ba39d52fd9b91e31907932a23f3f6f16ce3e1ec716e79ccf59219e,9a48d8d3b352b7eafe729b457d4b9078972c830a3cc1a13cb06d38c51eda4087,
textures/scenario g arkantos god map.tga,128,128,512,512,True,True,True,7ff32729ae5475881a1b378477651c8854fa4fa206f4f96ee67e5d3454e2eab0,433e79c47304059b1ce1b11b0e02d2f21eff3a5c9969e2fd71d5cc597db46e28,
textures/scenario g arkantos head.tga,32,32,128,128,True,True,True,4549c0b6dbfd808c1aae7e5bee05eaa704a0c7160241a3ffcd68db312945f9bd,35819153a3aebcf6de7fced29faa092e0510bc9f9ad02a085c262265bdc4ed19,
textures/scenario g arkantos man map.tga,128,128,512,512,True,True,True,36c9695b94188d8d8c9639b9ea5c355a9217475025652185ef160dca482edf91,320cf7ff7e40718a427c81341f99da9921e89a96de3e438702766f362ffd141f,
textures/scenario g arkantos man mapblue.tga,128,128,512,512,True,True,True,525a5f1d0f7392452275dfc06f6a3944a50cc0028ed0957630304c58b2fd7930,7be160f035cea3c4a274d7b8082e85675e1ce6f098f5a1000cfbbe00c967fdec,
textures/scenario g arkantos map.tga,128,128,512,512,True,True,True,2f1625c23170d4f91d2d3e9e13ef17d5d5aa84dfc5d5b74b7650f6fb2e22fc52,b73f2efeaff77b47ec35b2606207af2b3e83dc5ec57597071d6ed2837d89b104,
textures/scenario g chiron map.tga,64,64,256,256,True,True,True,7ec181241a336f5b381be8019eb4d9045bf74181e04d8cea721e99501fb48ade,ac2d69dd8cd71156e643d809432992e7acf81e6f36840e255955ee0872860b7a,
textures/scenario g circe corpse bodya.tga,32,32,128,128,True,True,True,6f243d01466cfafc4c23ec3b13f8836a309514e6785c7974f92f7bfeb125addd,d32ff5671b5c6657ff6024881099d37c53f1e3763bf3016a252e3c1706a566fd,
textures/scenario g circe corpse skeletona.tga,32,32,128,128,True,True,True,26989b5732540743d612fb285b56255009d6220f9c35d4f0067b91d48ba7e10a,d3c81aefdf95caf9ae6f262cf9938a9873a7f29f95e898f2711ee464f93ef553,
textures/scenario g circe head.tga,32,32,128,128,True,True,True,0916ac48fc08c97d9b4185d8d2f81851f33d2fce1d675da4739c91aab33d8a7f,ff1edf04624fc5a620ebeba4a9b2078f53ec4a9b1b76a8e47b67fe0406431065,
textures/scenario g circe.tga,64,64,256,256,True,True,True,e61461bdd7fd4521259095446d4cb1f9300dd3f7fcd46ef2378a8c35dca92d31,04829bed3a181496d9a58da721495627e96a2ee362ed388b273bc2dc96fc05ce,
textures/scenario g excavation terrain.tga,256,256,1024,1024,True,True,True,b18079d7a402548f16b9ef8f72659d613de20d355a50c072634872bbcbc39f17,14f12cea96e8c83ea78c9b2e12178742f1f94818eeded52bea8b510fe771c35d,
textures/scenario g kastor corpse bodya.tga,32,32,128,128,True,True,True,32c42015e6372aacfabc70828f54d8f4ab14f577da979d537cf2c2e3bb5f81a2,a77f47c062f101b7940bdfea5aac67b5d6c2c10833903d4d7593ac22554f0238,
textures/scenario g kastor corpse skeletona.tga,32,32,128,128,True,True,True,f76b0cd34e6867fac030c8f4281d120aeeeb63116a76f852be8883d1059ee6e4,fe48faefa0e198355ce6ec13ba9ac183af142d90e49029217925aa1cf29363e5,
textures/scenario g kastor map.tga,64,64,256,256,True,True,True,0acfbbbd512676ce7c7d03ccd6b46b500610650f205aae06983a063ccc46772c,96ed16f351bf9acf9b766e1df20745fc7130241b93ae2d7ec23d9c3a4050649d,
textures/scenario g odysseus corpse bodya.tga,32,32,128,128,True,True,True,faabd0296f4deacc72017f48c6d85e05abf203bec1b2bd5c349012a599a2b629,f924262bd55153928c2d47849b1991f61e461189b9ee6efb900b02a3afe340b0,
textures/scenario g odysseus corpse skeletona.tga,32,32,128,128,True,True,True,53fee1110bff2c115ad9f18b5320e0178525aa7a94926d353b5ab53e60a49b55,daa3f5528bc1d6e4659000b1476c9f6f06d42ee3be9bf624cd9556cd887dc20a,
textures/scenario g odysseus map.tga,64,64,256,256,True,True,True,edd00b23a6080818ce26ed589cf4425596b4d84942ae74a75e32123e52912c25,52cc5913597452afd14e1d115f20c8e8e484d636173c6f39ee6e8146a9e8d9df,
textures/scenario g old man map.tga,64,64,256,256,True,True,True,432873e23cca1d6f22c35875b519ffdfbfe428f1582d46c8f75df04149a06924,f5e94b6bcc2320eed39c35fa3a23a45ba12c3f6c9603768984f8afc42b8e7406,
textures/scenario g skult map.tga,64,64,256,256,True,True,True,d03774dfe2ecbd536b569510ddb91517d3339e3a4487941c64cb1a5c78dc2326,b13ee1e9d7fcb1073ac73cb89ab823394a2e875878e74f518cc0c5d967729d98,
textures/scenario n brokk head.tga,32,32,128,128,True,True,True,1ca4f783763ad7573c3702fba94f98af81005b4d7120c768228ddfe19cf7c88c,eb857fde1d2e71d0d15639404d64bacba203943ca440b664ed3dc8851d05df53,
textures/scenario n brokk standard.tga,64,64,256,256,True,True,True,ea71ea9db1c490a7d610f6ade9c3e0bbe2725f5f33157bdb51b34f18f5bcd4be,6570b5e2959d55b0dee9e8533afec234c561d1a103333174ae60ce55b1d5d521,
textures/scenario n dwarven mine cliff a.tga,256,128,1024,512,True,True,True,3f75a66617638fc7ee36da9056b9de7c1497c5699560a26fbff159deffd5fcc6,7b76804dd8944b95bef851d53ab213b3b05b333c8cc19c4b4192d70b61a2a184,
textures/scenario n dwarven mine cliff b.tga,256,128,1024,512,True,True,True,c6956e1e74926ddf66d2d2c56c83665b30204ef08cf301d3989e54516d13d1e5,ce1d6653a33e7f1e31a4165e987b9b2b94e035254e000c4cdce74f9c2fd84a65,
textures/scenario n dwarven mine inside.tga,256,128,1024,512,True,True,True,27b2fa2a5ffc0a75e67f6bb94d6401d6941e2be39049ef3677179043ec810cd4,c03eca3f0a61be576f74619549983b709e2087de6e7881573d4a166ed43463b5,
textures/scenario n dwarven mine opening.tga,256,256,1024,1024,True,True,True,60bf5087f50a1bac4879827e70635815a0b189ee0d770a73964458ea6abe8aab,39233aec529fe09e274ee5874e6b15cb0cb4b367f04b7e75be7f8e59d2fb09ef,
textures/scenario n dwarven mine outside.tga,256,128,1024,512,True,True,True,2d944bd955874e0fda9ba1c1a0f5a39880dc2dd0b5765940c1611d3b10f53dfe,a9eb3ed0723bc138ffbc9092a51053e53d58944e14a9dcfd8124edbbcd075384,
textures/scenario n eitri head.tga,32,32,128,128,True,True,True,2e2b2a0bc9bcfd20875de2d052c17f1086004c192c2d6f9b70bfcb5ff08a6a50,56d0b2da463a229e7af76806739bdb1eca8443dba066ecc88cec8d4afcd571b3,
textures/scenario n eitri standard.tga,64,64,256,256,True,True,True,8e2d3e141e50c44202f4263d12939a933773028ad983ce30d54e68c41a19c7f2,3ce8f5bf1c1ff1b452af5c680557699a32106cac0b3042ac13ea2cbbd4a92daf,
textures/scenario n flag bearer corpse bodya.tga,32,32,128,128,True,True,True,f48474e25ba9e517368060a45b075e0c4bd5311c7fd6f4c52b1cf5cee012df7f,4f456a9120b4d9e6a5b084b47638ab535566c0150d04dd8d8e25e2c5f1c7ae20,
textures/scenario n flag bearer corpse skeletona.tga,32,32,128,128,True,True,True,7421b46fe7613764ed2e8eb4c9a4cf69380306cdabadbba9d8b1c502d5e1ce37,15b15ecef48b47a5108e5d5822b6d36041154bdef1020e72d67351dd924bdeae,
textures/scenario n folstag flag.tga,64,32,256,128,True,True,True,8474513b0ed4fd25a7c68f90c30d721c12302c034ce6f846c7f8fedd780c7264,eedc7e92c3a57c6f6e83cb872f12e9ed27a9a50b98769c86312835472e93b840,
textures/scenario n hammerdwarves shadow.tga,32,64,128,256,True,True,True,b2cecc7880c2c0a0fb31012b2980d5abb7d8be9f08d5765c23d8eae60b0c0ab1,5e655ce2a37f17e866af5baac5452e9042e84c12923dd70911653ef7bafec5e6,
textures/scenario n pirate ship.tga,256,256,1024,1024,True,True,True,b16ada2aa44cbec5d6d2320f4c1e3193fd1d4a9db9311933f820360526c69367,b3ef25ee2dc9c8e88f6c593454ec4d2d968cbe689236ea1546e3e4a1f2bd07f7,
textures/scenario n reginleif map.tga,64,64,256,256,True,True,True,b3fa21fd8540cd06e8aa17ce1565abcc064b98856a308a00d0759ea7d01d3a60,97fb306b28a699e57284b349890de1559f98001dfa2ceb112fb47a6dbe11b493,
textures/scenario n reginleif weapons map.tga,64,64,256,256,True,True,True,1e123474bbe4fa546d9a8131ca00275a708a4de718e2d6de31473bfd4bfbebf6,a32f78f5e241c7caa1509e98bfb4221662a1885365c0bee814975417fc0cdf1e,
textures/scenario n thors hammer cart.tga,128,64,512,256,True,True,True,4f38add4695cfa68ea5a5e6deaca5455ade80ef3e2341e7ea486df2394f87a64,0aa549feb0b68b83a66c20fde3762b921694b6cac08000010dea9852eabb1862,
textures/scenario n thors hammer.tga,128,128,512,512,True,True,True,eedc2536392e56947f6d8a005f717a6de728648392fa8f82f20489bca7f4e44e,af85f01975a1db350932abb80782b0af97b98729d804df7b18e01f0897100866,
textures/scenario old man head map.tga,32,32,128,128,True,True,True,372a56e21188e2fe60f265c58c185931f6f0d8f94f2ba6d3d62716b226105daa,8445df873aa586749ee99185f476d91ed12c17f42cf939104f2ce19e3bd7ccdb,
textures/scenario skult head map.tga,32,32,128,128,True,True,True,0d8f24ccb5e0cbec1f87804c1e3c25798a629d25cc4cf98f51d6a9cf7853bd9a,ccdbab166961ddceec0ab609c5b15cfe3ca7c9d0b7e360b3fac32ded84881463,
textures/scenario t troy gate dead.tga,128,128,512,512,True,True,True,db6098546576843376071045c4d42cedf8c64952656b9d3073937d1f6585e825,d631feb79616d5bb938877568463ebaa3a8281bebdc8bfc68ec7980ec985717b,
textures/scenario t troy gate deadb.tga,128,128,512,512,True,True,True,b6adb876f8d6f9f2beec101f3464f9384fd188d378353fec1610f4d645ddcba6,7eb2dba18157e8825a2e5e18e8bb4b80ceabf5a0180da9eb779daaef91d84e6e,
textures/scenario t troy gate.tga,128,128,512,512,True,True,True,b85ca4a3b47599e8b2379429fae53cd32d7f0c8b57e297baafa711c2771f5ad8,bf5d0ce88687ae86774d3eb5d113f6daddcc14d88c93068db9b85f52e7140e8a,
textures/scenario t troy wall long dead.tga,256,256,1024,1024,True,True,True,10eec37f19aaefca5aadcb3764741b5527fa4cf768bd87914ac075a797c0d479,331ad262513af1d84b9c20ed7f41be5235fa5c965725f44962384314ce046525,
textures/scenario t troy wall long deadb.tga,256,256,1024,1024,True,True,True,d13adfe3493ec4a88b7af44f1d5cbb32c6d0ccbcf0e3c46f9364decfeb51c64e,fce8dd701225d1f91fcaa1cbc4056f8a878bbc537adefed7b77f290a2ee99096,
textures/scenario t troy wall long.tga,256,256,1024,1024,True,True,True,ec054a4688719f580648ac8305bb7469eaccf03c4b4a1a22ad0e4496a7b71742,c3a4bca52dc43a2c1ea9c56476d42beed22864badc7c51663138928b437a96b0,
textures/scenario tamarisk tree icon 64.tga,64,64,256,256,True,True,True,9b71c93b98c9169cefa13d63858f0630cc594fe0bdb5a88d5865492ea7604e7b,f087e15e00bab4cf633a0c34f7a98f54735ea9c6ad7dfc5c73a8ebae78996fbc,
textures/scenario theocrat head.tga,32,32,128,128,True,True,True,10badb28dafc6c0ce8aeb56c50699aa0d9c2cb4eec4c891c14fabb44c7500939,fcd71a0ba9a026ae70369bcaf954859bf43689f5c9e6ba5557b9e7116dd4a257,
textures/scenario theocrat staff.tga,32,8,128,32,True,True,True,563dc194e386596944f14761469af3da512b534978d1e28f774b5c1f1a02e7b9,21b3952ec3bb5fadc1816f6394b98cbd1b892b4779aeda30d4208f5528f39755,
textures/scenario theocrat.tga,64,64,256,256,True,True,True,605efa3feffb361e2b0c24e9708eff44e4be191674285e4b6b9c37c7b83f2f97,9721b29cc98189a76a086b66e0f06c35773b7d6c7d37f484effd4081523e4798,
textures/scenario u chronos hand.tga,256,256,1024,1024,True,True,True,96884c16a121a61e7150a77b9c10bbe4ffeced470f06d306a8fc5d203e67d267,c124eb3ec309bdcc28301da93310f2728f1edf332aab897a41ba34435537e070,
textures/scenario u ferryman map.tga,64,64,256,256,True,True,True,ba45cae7f1526a33f924d6fea6cfb8d8556d5636cec2fc9d4c8cebe0681b84d4,0b1dd4327ccb772ac5c1568e15d2d399b210659bb5644ab68f2d83c851a2d080,
textures/scenario u shade.tga,64,64,256,256,True,True,True,065bea87c724b63c2ad792099d81008b50cdfe74abb8354a7d3a2a7cbed1aa39,422f5b65a7bbea43be3b66119c751d6b65d3ba84fa0fac4b119c0be9c54f2151,
textures/scenario x amanra map.tga,64,64,256,256,True,True,True,9231ed0b0b4d6a8e43f1dbd45ddc7e971ef4cb903066f613eab4827f401238d4,0c9599236a9329ae67ef9a9287b943e26a55435dd6b7cfe581a70adb4dd48091,
textures/scenario x amanra swordshield map.tga,128,128,512,512,True,True,True,46f08db6647ab933568fe45c19532556e9ea7de4e4aca4bc363ac4056f0f7d35,c38854cff1a56bc6956377d1761dafddde2a6b46574f30deb2d40e59a3fbeb5a,
textures/screen shot boat wake.tga,32,64,128,256,True,True,True,22e9361ef9b9abe364b2551b0a2bb6a077d1b2cfd64336525f9db06f38152ba0,a6469eb736fb09b6a339053f38e74045f970b3844b537d2860d5232bd3969133,
textures/settlement icon 32x32.tga,32,32,128,128,True,True,True,0af32104cfb202c44c8f85385ca8d339090b25c821db5e604ba99d66f786b2cd,03e7292d177a458313cf7323ffe9c86c44f7acf3ff0343dbd678fa86fe04708b,
textures/settlment icon 32x32.tga,32,32,128,128,True,True,True,e5399df966836f0a2249cc591dc01f171542f474ba0c746f7ea5c4c08b4e18dc,61d2caabbdd0dbd3b587a70ba0876fddbf1fedcf239321595a541eb1e3c67ef9,
textures/sfx a acid flame a.tga,64,64,256,256,True,True,True,1392f5572333f113c5850e0b60ca29d5131c8120de95bbd59b20ccc18bb34fbf,866a29d2add4acac5618c3d74ee5844aff2de05a6a0eeb415368ab1ae4a0dbde,
textures/sfx a acid flame b.tga,64,64,256,256,True,True,True,0ed5660759c9883a89d8bb8ce85d47c7e5fc526e5f93d3d8b381836d682b9826,5086e022d3fa6cda5930dfc785dce92afe16057c3b81ab8b90b316aecb57a393,
textures/sfx a acid flame c.tga,64,64,256,256,True,True,True,a98a9a87bc96a0977307c0c8eb1527f5f4487aca4935c6965654264086869758,96f634f61d3c5734648ca3fa061a15e304791799484a089e56f87025af7f6a75,
textures/sfx a acid flame d.tga,64,64,256,256,True,True,True,002864ddf68660812f23719d1ffde51a457b92c8159b1b4f4eefd83dbc74e529,b4a99d0f6996ce80e55d9b2874f70a7dc434a576163ffab5c895b087ce2728c4,
textures/sfx a acid flame e.tga,64,64,256,256,True,True,True,a438dca2a1765ff71ad2dfdc6a1ef3f74cb54d95e5d3efd9788a0c24ef27abfc,83d2dcbe1fb702fbfd4b7e33f02a9c49ebaf40ab342c320abdeacc57ac107431,
textures/sfx a acid flame f.tga,64,64,256,256,True,True,True,24bb69d91eddf1299a984735b11241de6293accb0a27d7ee82f3bba20cb4374b,981ef614542c78f3456d3f3bf5fd264dc21d62bfec6f7ec9fcde7296db82abfe,
textures/sfx a armor human.tga,128,128,512,512,True,True,True,74706262d1924c7a3a4d84522c47d5801b14501c4724336ad576fe18563eb35b,f92fae10c8b39304ed77a8645e7c6cccfdf38be74addc58d60158adf92675915,
textures/sfx a avalanche snow debris.tga,64,64,256,256,True,True,True,bf5f3747ca4d232df503af1410687784e152e8f1814e5febe3c1e5a9168df295,a01b1e3d07992ad0ea05956c07ccf93c00422f346497181037df76c3890cc8c8,
textures/sfx a avalanche snow moving.tga,256,256,1024,1024,True,True,True,27333254ada9ac08a5a819be1fccf2bf1d95dde4e58b8780fbccf3c74edfaffb,ad79e32a427e9f4a8998542a766cf7ad5264df9cb62caf23c29a4262434bf1bd,
textures/sfx a avalanche snow.tga,256,256,1024,1024,True,True,True,43b682139ad7c3bcd9de9c5d5b50bc8e4e11bf94281980bd355bc321aae9e995,3057ad79099b1c59d626f6f5b5c907188ca847a4b9c26ac8fb25d314137c19b4,
textures/sfx a blood a.tga,64,64,256,256,True,True,True,0aa2c39445c16869ce74963674e4d3479efe7ca745a0c4b80faeedec0ea37092,2a149ad32e574b9fdaf232a00bc4818fce5dc6287a3ac956134b4369a00f5f4e,
textures/sfx a blood b.tga,64,64,256,256,True,True,True,76decfbf1c620b794ae4501eea46b48e525018d9b54bbc79ac7f610475886cef,bd486735d18969d546ec0f53b37c9545cd04ffbf6a860f9db37143a439e04d28,
textures/sfx a blood c.tga,64,64,256,256,True,True,True,4f91d627dad26089c692d5b56bcd50ddc24c7579cfa118ec2b24aae2609f65d2,68c2fec52af9ac7d7eb7fd9a8e595fafae63e1af2c201380e9e409482b70e2e2,
textures/sfx a blood flow.tga,64,64,256,256,True,True,True,3a3fc5862cd9f27a7db64f8da8431b5dbe1a2dc7ded1c988f81c2441d67dd24d,94ad31d34ecc7bbf7f7c3d89f7f795216ff849c1484be985e5dde32182223b1b,
textures/sfx a boat bubbles.tga,64,64,256,256,True,True,True,79476c2d81a780b9636a578813937a9583587f2f57725b523ad7ad35b3cd2c40,110ee8fb416cf66874dc3aee0d2657ce351f2c14c5787ed3683a122a13eb95b9,
textures/sfx a boat ripple small.tga,32,64,128,256,True,True,True,01468763834c32de0400c206498fb15cf5384c92a830f9a0218017edfd0b7da1,7fcf53bb977c3ed626d06785fdd25e89e00b878be9699cfe9c34f1db2e6e5081,
textures/sfx a boat wake cinematic.tga,128,256,512,1024,True,True,True,8e03c8c3571a4ac81507b451b3767d421f533852b0e7c835b4ef1eb72e97015a,4ef7848d71d72efeca32e9431550c53222e602fe86821867aac4a64cfd38e6ed,
textures/sfx a boat wake large.tga,64,128,256,512,True,True,True,1b1cdd9f3d777199d4fd8da1b12e1c40e04bc98638731116d6d42a64320d4a52,186c042d3bdfb57c6230c4fd783744726d3529d6ac92d7e96838351a4b1abb13,
textures/sfx a boat wake small.tga,32,64,128,256,True,True,True,579718568c52d9c9d11a3d7979f5c1807faf19a06ef7b33037c90026051f81ea,e3ffd266531c60aef28e2784a95b02140a389ac05fc853b16ead1393169d23d6,
textures/sfx a building dust.tga,64,64,256,256,True,True,True,4c59a3f1035da3c3dccabf8343067c7b59b225ed49f7460b39075c64a515558a,07bbdd9e69a0c2e1ca5480f16554839900a4d07cf90c798d565426585744513e,
