RelativePath,Category,SourceType,SourceWidth,SourceHeight,SourceArea,OutputWidth,OutputHeight,OutputArea,OutputMegapixels,OutputMaxDimension,BTIFormat,BTIAlphaBits,NoAlphaTest,NoMip,Clamp,BTIBOM,AlphaBand,AlphaCoveragePercent,AlphaValueCount,MTRLTotal,MTRLCT0,MTRLCT4,PBRifyFound,DDTFound,DDTBytes,DDTNonEmpty,Large1024Plus,Large2048Plus,Large4096Plus,Square1024Output,BC1Large,BC1Square1024,CanonicalFamily,EstimatedRGBABytes,OutputExactly4x
textures\sfx g plenty shadow.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,True,False,False,False,,100.0,1,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\sfx g plenty.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,True,False,False,False,,2.107,2,14,10,4,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\sfx g titan crator.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,4,False,False,False,False,,55.753,243,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\sfx n dwarven mine.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,True,False,False,False,,0.0,1,6,6,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\sfx n nidhogg.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,False,False,False,False,,72.42,3,36,24,12,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\sfx n titan crator.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,4,False,False,False,False,,71.88,243,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\sfx n tunnel map.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\sfx u lava ground.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,4,False,False,False,False,,51.649,8,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\sfx x arkantos birth bolt1.tga,Unknown,NormalExtraction,128,256,32768,512,1024,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\sfx x arkantos birth bolt2.tga,Unknown,NormalExtraction,128,256,32768,512,1024,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\sfx x shaft.tga,Unknown,NormalExtraction,32,256,8192,128,1024,131072,0.1311,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,131096,True,True,False,False,False,False,False,BC3,524288,True
textures\sfx x titan crator.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,4,False,False,False,False,,66.562,244,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\sfx x vortex portal.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,4,False,False,False,False,,0.0,1,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\sfx x vortex portal2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\sfx x vortex portal3.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\sfx x vortex portal4.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\shadow select square 64x256.tga,Unknown,NormalExtraction,256,64,16384,1024,256,262144,0.2621,1024,BC3,4,False,False,False,False,,7.617,2,0,0,0,True,True,262168,True,True,False,False,False,False,False,BC3,1048576,True
textures\siege e tower iron.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,1,False,False,False,False,,29.105,3,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\siege e tower.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,1,False,False,False,False,,29.105,3,14,7,7,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\siege g helepolis iron.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,1,True,False,False,False,,3.604,3,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\siege g helepolis.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,1,True,False,False,False,,3.604,3,24,16,3,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\siege g trojan horse.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,True,False,False,False,,100.0,1,4,4,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\siege n ballista map.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,True,False,False,False,,2.722,3,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\siege n catapult map.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,True,False,False,False,,76.073,3,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\siege n tower map.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,False,False,False,False,,48.01,3,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxbluesky.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,DEFLATEDRGBA8,0,False,False,False,False,,100.0,1,0,0,0,True,True,655392,True,True,False,False,True,False,False,DEFLATED,4194304,True
textures\skyboxbluesky_bk.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxbluesky_bk2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxbluesky_fr.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxbluesky_fr2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxbluesky_lf.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxbluesky_lf2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxbluesky_rt.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxbluesky_rt2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxstormy_bk.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxstormy_bk2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxstormy_fr.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxstormy_fr2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxstormy_lf.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxstormy_lf2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxstormy_rt.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxstormy_rt2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxsunset_bk.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxsunset_bk2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxsunset_fr.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxsunset_fr2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxsunset_lf.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxsunset_lf2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxsunset_rt.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxsunset_rt2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxwinter_bk.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxwinter_bk2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxwinter_fr.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxwinter_fr2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxwinter_lf.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxwinter_lf2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxwinter_rt.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\skyboxwinter_rt2.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\spc x gaia tree decal.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,4,False,False,False,False,,65.852,243,0,0,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\spc x gaia tree shadow.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,4,False,False,False,False,,65.852,243,3,3,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\spc x gaia tree.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,False,False,False,False,,69.133,3,4,4,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\special c azure dragon head.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,1,False,False,False,False,,83.615,206,5,5,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\special c azure dragon.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,4,True,False,False,False,,18.692,189,5,0,5,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\special c dragon turtle.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,4,True,False,False,False,,7.481,143,6,0,6,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\special c earth dragon b.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,False,False,False,False,,64.413,4,4,4,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\special c earth dragon.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,4,True,False,False,False,,37.689,243,4,0,4,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\special c monkey king.tga,Unknown,NormalExtraction,128,256,32768,512,1024,524288,0.5243,1024,BC3,4,True,False,False,False,,20.364,175,6,0,6,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\Special C Pixiu.tga,Unknown,NormalExtraction,512,256,131072,2048,1024,2097152,2.0972,2048,BC3,4,True,False,False,False,,7.607,232,7,0,7,True,True,2097176,True,True,True,False,False,False,False,BC3,8388608,True
textures\special c qilin.tga,Unknown,RecoveredException,256,128,32768,1024,512,524288,0.5243,1024,BC2,1,False,False,False,True,,0.0,0,18,9,9,True,True,524312,True,True,False,False,False,False,False,BC2,2097152,True
textures\special c vermillion bird wing alpha.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,15.897,244,5,5,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\special c vermillion bird wing.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,4,True,False,False,False,,15.897,244,5,0,5,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\special c vermillion bird.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,4,True,False,False,False,,2.945,111,5,0,5,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\special e leviathan map.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,False,False,False,False,,79.047,3,48,32,13,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\special g giant turtle.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,4,True,False,False,False,,13.429,244,2,1,1,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\special g golem map.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,True,False,False,False,,4.146,22,6,0,6,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\special g hydra land.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,True,False,False,False,,2.197,3,124,62,62,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\special g hydra statue.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\special g manticore statue.tga,Unknown,NormalExtraction,512,512,262144,2048,2048,4194304,4.1943,2048,BC3,0,False,False,False,False,,100.0,1,1,1,0,True,True,4194328,True,True,True,False,False,False,False,BC3,16777216,True
textures\special g manticore wing statue.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,4,False,False,False,False,,47.293,235,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\special g scylla.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,True,False,False,False,,16.537,3,124,62,26,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\special g sea turtle.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,True,False,False,False,,1.37,3,32,16,15,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\Special N Trollkarien Map.tga,Unknown,NormalExtraction,256,256,65536,1024,1024,1048576,1.0486,1024,BC3,1,False,False,False,False,,8.659,141,1,1,0,True,True,1048600,True,True,False,False,True,False,False,BC3,4194304,True
textures\spotlight_01.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_02.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_03.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_04.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_05.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_06.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_07.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_08.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_09.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_10.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_11.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_12.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_13.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_14.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_15.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_16.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_17.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_18.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_19.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_20.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_21.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_22.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_23.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_24.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_25.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_26.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_27.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_28.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_29.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_30.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_31.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_32.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_33.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_34.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_35.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_eb.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_x01.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_x02.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_x03.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_x04.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
textures\spotlight_x05.tga,Unknown,NormalExtraction,256,128,32768,1024,512,524288,0.5243,1024,BC3,0,False,False,False,False,,100.0,1,0,0,0,True,True,524312,True,True,False,False,False,False,False,BC3,2097152,True
